"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Round')","('Unnamed: 5_level_0', 'Opp')","('Unnamed: 6_level_0', 'W/L')","('Unnamed: 7_level_0', 'G')","('Per Game', 'MP')","('Per Game', 'PTS')","('Per Game', 'TRB')","('Per Game', 'AST')","('Per Game', 'STL')","('Per Game', 'BLK')","('Totals', 'FG')","('Totals', 'FGA')","('Totals', 'FG%')","('Totals', '3P')","('Totals', '3PA')","('Totals', '3P%')","('Totals', '2P')","('Totals', '2PA')","('Totals', '2P%')","('Totals', 'eFG%')","('Totals', 'FT')","('Totals', 'FTA')","('Totals', 'FT%')","('Totals', 'ORB')","('Totals', 'DRB')","('Totals', 'TRB')","('Totals', 'AST')","('Totals', 'STL')","('Totals', 'BLK')","('Totals', 'TOV')","('Totals', 'PF')","('Totals', 'PTS')","('Unnamed: 36_level_0', 'Awards')"
2019-20,25,LAL,NBA,WC1,POR,W (4-1),5.0,24.2,10.8,4.4,0.8,0.4,0.4,18.0,50.0,0.36,7.0,23.0,0.304,11.0,27.0,0.407,0.43,11.0,15.0,0.733,3.0,19.0,22.0,4.0,2.0,2.0,3.0,12.0,54.0,
2019-20,25,LAL,NBA,WCS,HOU,W (4-1),5.0,24.6,11.2,3.0,1.2,0.4,0.6,23.0,41.0,0.561,5.0,14.0,0.357,18.0,27.0,0.667,0.622,5.0,6.0,0.833,6.0,9.0,15.0,6.0,2.0,3.0,4.0,13.0,56.0,
2019-20,25,LAL,NBA,WCF,DEN,W (4-1),5.0,22.2,9.6,2.2,0.8,0.2,0.2,19.0,40.0,0.475,5.0,17.0,0.294,14.0,23.0,0.609,0.538,5.0,6.0,0.833,3.0,8.0,11.0,4.0,1.0,1.0,7.0,11.0,48.0,
2019-20,25,LAL,NBA,FIN,MIA,W (4-2),6.0,21.7,8.5,2.8,0.5,0.2,0.2,17.0,48.0,0.354,9.0,29.0,0.31,8.0,19.0,0.421,0.448,8.0,10.0,0.8,6.0,11.0,17.0,3.0,1.0,1.0,7.0,14.0,51.0,
2020-21,25,LAL,NBA,WC1,PHO,L (2-4),6.0,21.5,6.3,3.8,1.2,0.3,0.2,14.0,48.0,0.292,4.0,23.0,0.174,10.0,25.0,0.4,0.333,6.0,9.0,0.667,4.0,19.0,23.0,7.0,2.0,1.0,6.0,8.0,38.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-25,29,MIL,NBA,EC1,IND,L (1-4),5.0,20.4,5.8,2.2,0.8,0.0,0.2,12.0,35.0,0.343,2.0,10.0,0.2,10.0,25.0,0.4,0.371,3.0,6.0,0.5,3.0,8.0,11.0,4.0,0.0,1.0,3.0,12.0,29.0,
3 Yrs (6 Series),3 Yrs (6 Series),3 Yrs (6 Series),3 Yrs (6 Series),3 Yrs (6 Series),3 Yrs (6 Series),4-2,32.0,22.4,8.6,3.1,0.9,0.3,0.3,103.0,262.0,0.393,32.0,116.0,0.276,71.0,146.0,0.486,0.454,38.0,52.0,0.731,25.0,74.0,99.0,28.0,8.0,9.0,30.0,70.0,276.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WC1 (2 Series),WC1 (2 Series),WC1 (2 Series),WC1 (2 Series),WC1 (2 Series),WC1 (2 Series),1-1,11.0,22.7,8.4,4.1,1.0,0.4,0.3,32.0,98.0,0.327,11.0,46.0,0.239,21.0,52.0,0.404,0.383,17.0,24.0,0.708,7.0,38.0,45.0,11.0,4.0,3.0,9.0,20.0,92.0,
EC1 (1 Series),EC1 (1 Series),EC1 (1 Series),EC1 (1 Series),EC1 (1 Series),EC1 (1 Series),0-1,5.0,20.4,5.8,2.2,0.8,0.0,0.2,12.0,35.0,0.343,2.0,10.0,0.2,10.0,25.0,0.4,0.371,3.0,6.0,0.5,3.0,8.0,11.0,4.0,0.0,1.0,3.0,12.0,29.0,
WCS (1 Series),WCS (1 Series),WCS (1 Series),WCS (1 Series),WCS (1 Series),WCS (1 Series),1-0,5.0,24.6,11.2,3.0,1.2,0.4,0.6,23.0,41.0,0.561,5.0,14.0,0.357,18.0,27.0,0.667,0.622,5.0,6.0,0.833,6.0,9.0,15.0,6.0,2.0,3.0,4.0,13.0,56.0,
WCF (1 Series),WCF (1 Series),WCF (1 Series),WCF (1 Series),WCF (1 Series),WCF (1 Series),1-0,5.0,22.2,9.6,2.2,0.8,0.2,0.2,19.0,40.0,0.475,5.0,17.0,0.294,14.0,23.0,0.609,0.538,5.0,6.0,0.833,3.0,8.0,11.0,4.0,1.0,1.0,7.0,11.0,48.0,
FIN (1 Series),FIN (1 Series),FIN (1 Series),FIN (1 Series),FIN (1 Series),FIN (1 Series),1-0,6.0,21.7,8.5,2.8,0.5,0.2,0.2,17.0,48.0,0.354,9.0,29.0,0.31,8.0,19.0,0.421,0.448,8.0,10.0,0.8,6.0,11.0,17.0,3.0,1.0,1.0,7.0,14.0,51.0,
