Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
2009-10,22,CHA,NBA,PG,4.0,0.0,73.0,5.0,17.0,0.294,2.0,6.0,0.333,3.0,11.0,0.273,0.353,5.0,6.0,0.833,1.0,3.0,4.0,7.0,1.0,1.0,4.0,4.0,17.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-13,25,IND,NBA,PG,19.0,1.0,316.0,27.0,71.0,0.38,19.0,48.0,0.396,8.0,23.0,0.348,0.514,25.0,31.0,0.806,2.0,13.0,15.0,13.0,7.0,0.0,10.0,26.0,98.0,0.0,
2013-14,26,CHI,NBA,PG,5.0,0.0,141.0,21.0,72.0,0.292,7.0,26.0,0.269,14.0,46.0,0.304,0.34,17.0,19.0,0.895,4.0,4.0,8.0,24.0,3.0,0.0,9.0,16.0,66.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-19,31,ORL,NBA,PG,5.0,5.0,141.0,20.0,41.0,0.488,10.0,21.0,0.476,10.0,20.0,0.5,0.61,14.0,16.0,0.875,1.0,7.0,8.0,19.0,2.0,1.0,7.0,7.0,64.0,0.0,
2019-20,32,ORL,NBA,PG,5.0,0.0,128.0,18.0,46.0,0.391,8.0,17.0,0.471,10.0,29.0,0.345,0.478,22.0,23.0,0.957,0.0,10.0,10.0,30.0,1.0,0.0,12.0,6.0,66.0,0.0,
5 Yrs,5 Yrs,5 Yrs,5 Yrs,,38.0,6.0,799.0,91.0,247.0,0.368,46.0,118.0,0.39,45.0,129.0,0.349,0.462,83.0,95.0,0.874,8.0,37.0,45.0,93.0,14.0,2.0,42.0,59.0,311.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,13.0,1724.0,196.0,533.0,0.368,99.0,255.0,0.39,97.0,278.0,0.349,0.462,179.0,205.0,0.874,17.0,80.0,97.0,201.0,30.0,4.0,91.0,127.0,671.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORL (2 Yrs),ORL (2 Yrs),ORL (2 Yrs),ORL (2 Yrs),,10.0,5.0,269.0,38.0,87.0,0.437,18.0,38.0,0.474,20.0,49.0,0.408,0.54,36.0,39.0,0.923,1.0,17.0,18.0,49.0,3.0,1.0,19.0,13.0,130.0,0.0,
IND (1 Yr),IND (1 Yr),IND (1 Yr),IND (1 Yr),,19.0,1.0,316.0,27.0,71.0,0.38,19.0,48.0,0.396,8.0,23.0,0.348,0.514,25.0,31.0,0.806,2.0,13.0,15.0,13.0,7.0,0.0,10.0,26.0,98.0,0.0,
CHI (1 Yr),CHI (1 Yr),CHI (1 Yr),CHI (1 Yr),,5.0,0.0,141.0,21.0,72.0,0.292,7.0,26.0,0.269,14.0,46.0,0.304,0.34,17.0,19.0,0.895,4.0,4.0,8.0,24.0,3.0,0.0,9.0,16.0,66.0,0.0,
CHA (1 Yr),CHA (1 Yr),CHA (1 Yr),CHA (1 Yr),,4.0,0.0,73.0,5.0,17.0,0.294,2.0,6.0,0.333,3.0,11.0,0.273,0.353,5.0,6.0,0.833,1.0,3.0,4.0,7.0,1.0,1.0,4.0,4.0,17.0,0.0,
