"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '3-10')","('FG% by Distance', '16-3P')","('FG% by Distance', '3P')","(""% of FG Ast'd"", '2P')","(""% of FG Ast'd"", '3P')","('Dunks', '%FGA')","('Dunks', '#')","('Corner 3s', '%3PA')","('Corner 3s', '3P%')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 29_level_0', 'Awards')"
2016-17,23,OKC,NBA,SG,5,0,80,0.348,20.2,0.261,0.217,0.0,0.0,0.043,0.739,0.5,0.4,,1.0,0.294,0.667,1.0,0.043,0,0.176,0.667,1,0,
2017-18,24,OKC,NBA,SG,6,0,110,0.4,19.1,0.35,0.15,0.05,0.0,0.15,0.65,0.286,0.333,0.0,0.333,0.462,0.0,0.833,0.0,0,0.308,0.75,0,0,
2 Yrs,2 Yrs,2 Yrs,2 Yrs,,11,0,190,0.372,19.7,0.302,0.186,0.023,0.0,0.093,0.698,0.385,0.375,0.0,0.5,0.367,0.4,0.909,0.023,0,0.233,0.714,1,0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,0,1416,0.372,19.7,0.302,0.186,0.023,0.0,0.093,0.698,0.385,0.375,0.0,0.5,0.367,0.4,0.909,0.023,0,0.233,0.714,7,0,
