Season,Team,Lg,Salary
2004-05,Philadelphia 76ers,NBA,"$1,914,480"
2005-06,Philadelphia 76ers,NBA,"$2,058,000"
2006-07,Philadelphia 76ers,NBA,"$2,201,640"
2007-08,Philadelphia 76ers,NBA,"$2,804,889"
2008-09,Philadelphia 76ers,NBA,"$11,300,000"
2009-10,Philadelphia 76ers,NBA,"$12,200,000"
2010-11,Philadelphia 76ers,NBA,"$12,345,250"
2011-12,Philadelphia 76ers,NBA,"$13,531,750"
2012-13,Denver Nuggets,NBA,"$14,968,250"
2013-14,Golden State Warriors,NBA,"$12,868,632"
2014-15,Golden State Warriors,NBA,"$12,289,544"
2015-16,Golden State Warriors,NBA,"$11,710,456"
2016-17,Golden State Warriors,NBA,"$11,131,368"
2017-18,Golden State Warriors,NBA,"$14,814,815"
2018-19,Golden State Warriors,NBA,"$16,000,000"
2019-20,Miami Heat,NBA,"$17,185,185"
2020-21,Miami Heat,NBA,"$15,000,000"
2021-22,Golden State Warriors,NBA,"$2,641,691"
2022-23,Golden State Warriors,NBA,"$1,836,090"
Career,(may be incomplete),,"$188,802,040"
