Season,Team,Lg,Salary
2013-14,Washington Wizards,NBA,"$4,278,000"
2014-15,Washington Wizards,NBA,"$4,470,480"
2015-16,Washington Wizards,NBA,"$4,662,960"
2016-17,Washington Wizards,NBA,"$5,893,981"
2017-18,Washington Wizards,NBA,"$24,773,250"
2018-19,Chicago Bulls,NBA,"$26,011,913"
2019-20,Chicago Bulls,NBA,"$27,250,576"
2020-21,Orlando Magic,NBA,"$28,489,239"
2021-22,Golden State Warriors,NBA,"$2,389,641"
2022-23,Toronto Raptors,NBA,"$6,000,000"
2023-24,Utah Jazz,NBA,"$6,300,000"
Career,(may be incomplete),,"$140,520,040"
