"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'College')","('Unnamed: 3_level_0', 'G')","('Unnamed: 4_level_0', 'MP')","('Totals', 'FG')","('Totals', 'FGA')","('Totals', '3P')","('Totals', '3PA')","('Totals', 'FT')","('Totals', 'FTA')","('Totals', 'ORB')","('Totals', 'TRB')","('Totals', 'AST')","('Totals', 'STL')","('Totals', 'BLK')","('Totals', 'TOV')","('Totals', 'PF')","('Totals', 'PTS')","('Shooting', 'FG%')","('Shooting', '3P%')","('Shooting', 'FT%')","('Per Game', 'MP')","('Per Game', 'PTS')","('Per Game', 'TRB')","('Per Game', 'AST')"
2015-16,19.0,TULANE,34,662,63,157,18,63,32,62,41,107,24,31,9,38,49,176,0.401,0.286,0.516,19.5,5.2,3.1,0.7
2016-17,20.0,TULANE,30,907,117,267,28,106,82,123,39,138,46,56,14,72,80,344,0.438,0.264,0.667,30.2,11.5,4.6,1.5
2017-18,21.0,TULANE,30,1032,179,322,35,91,84,118,35,168,86,65,22,77,60,477,0.556,0.385,0.712,34.4,15.9,5.6,2.9
Career,,,94,2601,359,746,81,260,198,303,115,413,156,152,45,187,189,997,0.481,0.312,0.653,27.7,10.6,4.4,1.7
