Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
2018-19,22,ORL,NBA,SG,3,0,15,6.7,16.8,0.4,0.0,0.0,6.7,16.8,0.4,0.4,3.4,6.7,0.5,3.4,10.1,13.4,0.0,3.4,0.0,0.0,0.0,16.8,95,107,
1 Yr,1 Yr,1 Yr,1 Yr,,3,0,15,6.7,16.8,0.4,0.0,0.0,6.7,16.8,0.4,0.4,3.4,6.7,0.5,3.4,10.1,13.4,0.0,3.4,0.0,0.0,0.0,16.8,95,107,
