Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
2014-15,21,MIL,NBA,PF,1,0,12,12.9,34.4,0.375,0.0,0.0,12.9,34.4,0.375,0.375,0.0,0.0,4.3,8.6,12.9,0.0,0.0,0.0,0.0,4.3,25.8,82,110,
1 Yr,1 Yr,1 Yr,1 Yr,,1,0,12,12.9,34.4,0.375,0.0,0.0,12.9,34.4,0.375,0.375,0.0,0.0,4.3,8.6,12.9,0.0,0.0,0.0,0.0,4.3,25.8,82,110,
