Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
2021-22,20,BRK,NBA,PF,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2022-23,21,BRK,NBA,C,2,0,20,5.3,8.0,0.667,0.0,0.0,5.3,8.0,0.667,0.667,5.3,5.3,1.0,5.3,10.7,16.0,13.4,0.0,2.7,5.3,8.0,16.0,134.0,113.0,
2 Yrs,2 Yrs,2 Yrs,2 Yrs,,3,0,20,5.3,8.0,0.667,0.0,0.0,5.3,8.0,0.667,0.667,5.3,5.3,1.0,5.3,10.7,16.0,13.4,0.0,2.7,5.3,8.0,16.0,134.0,113.0,
