Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
2021-22,22.0,MEM,NBA,PG,1,1,17:33,3,6,0.5,0,1,0.0,0,0,,0,1,3,0,0,0,0,6
2022-23,23.0,MEM,NBA,PG,1,1,19:59,3,4,0.75,0,0,,0,0,,1,3,3,1,0,0,0,6
Career,,,NBA,,2,2,38,6,10,0.6,0,1,0.0,0,0,,1,4,6,1,0,0,0,12
