Date,Team,Unnamed: 2,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
2025-11-15,MEM,@,CLE,"L, 100-108",*,6,2,2,1.0,0,0,,3,4,0.75,1,0,1,2,0,0,1,0,7,7.1,4
2025-11-11,MEM,@,NYK,"L, 120-133",*,34,4,14,0.286,2,6,0.333,6,6,1.0,0,3,3,10,0,0,8,3,16,6.5,-17
2025-11-09,MEM,,OKC,"L, 100-114",*,34,3,18,0.167,2,7,0.286,3,4,0.75,0,3,3,8,1,0,3,5,11,1.7,-23
2025-11-07,MEM,,DAL,"W, 118-104",*,32,7,20,0.35,0,4,0.0,7,7,1.0,1,4,5,13,3,0,7,5,21,14.8,28
2025-11-05,MEM,,HOU,"L, 109-124",*,34,6,19,0.316,1,7,0.143,4,4,1.0,2,3,5,8,1,1,6,3,17,8.5,-15
