Season,Age,Team,Lg,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
2020-21,19,OKC,NBA,PF,45.0,28.0,1090.0,6.1,0.43,0.507,0.103,2.8,17.6,10.1,13.1,0.9,3.4,18.8,20.5,-2.9,1.0,-1.9,-0.084,-5.1,-1.0,-6.1,-1.1,
2021-22,20,OKC,NBA,PF,61.0,12.0,1233.0,12.0,0.485,0.432,0.11,6.0,20.8,13.3,16.5,1.5,2.9,16.4,20.0,-1.1,1.5,0.4,0.014,-2.7,0.1,-2.6,-0.2,
2022-23,21,OKC,NBA,PF,34.0,25.0,701.0,13.4,0.522,0.418,0.141,6.8,17.8,12.2,12.4,1.4,5.7,14.0,18.3,0.0,1.0,1.0,0.066,-1.0,1.0,0.0,0.3,
2023-24,22,2TM,NBA,PF,28.0,0.0,405.0,12.7,0.525,0.455,0.339,4.6,20.4,12.3,12.0,1.8,3.0,12.0,17.2,0.0,0.4,0.4,0.05,-1.8,-0.1,-1.9,0.0,
2023-24,22,OKC,NBA,PF,10.0,0.0,60.0,2.5,0.338,0.688,0.25,3.9,14.3,9.3,9.7,0.8,1.5,14.5,15.0,-0.1,0.1,-0.1,-0.063,-7.7,-2.2,-9.9,-0.1,
2023-24,22,CHO,NBA,PF,18.0,0.0,345.0,14.5,0.552,0.419,0.352,4.7,21.5,12.9,12.4,2.0,3.2,11.7,17.6,0.2,0.3,0.5,0.07,-0.8,0.3,-0.5,0.1,
4 Yrs,4 Yrs,4 Yrs,4 Yrs,,168.0,65.0,3429.0,10.5,0.479,0.456,0.136,5.0,19.1,11.9,14.1,1.3,3.6,16.3,19.5,-4.0,3.8,-0.2,-0.002,-3.0,-0.1,-3.1,-1.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,32.0,1674.0,10.5,0.479,0.456,0.136,5.0,19.1,11.9,14.1,1.3,3.6,16.3,19.5,-1.9,1.9,-0.1,-0.002,-3.0,-0.1,-3.1,-0.5,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OKC (4 Yrs),OKC (4 Yrs),OKC (4 Yrs),OKC (4 Yrs),,150.0,65.0,3084.0,10.1,0.471,0.46,0.116,5.0,18.8,11.8,14.3,1.2,3.7,16.8,19.7,-4.1,3.5,-0.7,-0.01,-3.2,-0.1,-3.4,-1.1,
CHO (1 Yr),CHO (1 Yr),CHO (1 Yr),CHO (1 Yr),,18.0,0.0,345.0,14.5,0.552,0.419,0.352,4.7,21.5,12.9,12.4,2.0,3.2,11.7,17.6,0.2,0.3,0.5,0.07,-0.8,0.3,-0.5,0.1,
