Season,Age,Team,Lg,Pos,G,GS,MP,PER,ORB%,DRB%,TRB%,AST%,STL%,BLK%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
2013-14,28,DAL,NBA,C,2,0,8,12.1,13.5,0.0,7.3,0.0,6.5,0.0,0.0,0.0,0.0,0.0,0.131,1.6,1.0,2.6,0.0,
2014-15,29,DAL,NBA,C,1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.039,-3.7,-2.4,-6.0,0.0,
2 Yrs,2 Yrs,2 Yrs,2 Yrs,,3,0,10,9.7,10.8,0.0,5.8,0.0,5.2,0.0,0.0,0.0,0.0,0.0,0.097,0.6,0.3,0.8,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,0,273,9.7,10.8,0.0,5.8,0.0,5.2,0.0,0.0,0.3,0.3,0.6,0.097,0.6,0.3,0.8,0.2,
