Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
2020-21,20,BRK,NBA,PF,5,0,22,15.9,29.5,0.538,4.5,11.4,0.4,11.4,18.2,0.625,0.615,0.0,0.0,9.1,4.5,13.6,2.3,2.3,0.0,6.8,9.1,36.3,106,111,
1 Yr,1 Yr,1 Yr,1 Yr,,5,0,22,15.9,29.5,0.538,4.5,11.4,0.4,11.4,18.2,0.625,0.615,0.0,0.0,9.1,4.5,13.6,2.3,2.3,0.0,6.8,9.1,36.3,106,111,
