Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
2016-17,22,MIN,NBA,PG,78.0,7.0,1333.0,3.2,8.5,0.377,0.6,2.0,0.288,2.6,6.5,0.404,0.411,1.0,1.6,0.61,0.6,3.8,4.5,5.1,2.1,1.0,2.4,4.8,7.9,
2017-18,23,CHI,NBA,PG,52.0,43.0,1525.0,6.8,15.7,0.429,1.0,3.2,0.321,5.7,12.6,0.457,0.462,2.0,2.7,0.737,0.6,4.7,5.2,7.3,2.5,0.6,3.5,4.1,16.5,
2018-19,24,CHI,NBA,PG,46.0,44.0,1389.0,5.6,13.1,0.425,0.9,2.5,0.354,4.7,10.6,0.441,0.458,1.4,1.8,0.797,0.5,4.4,4.8,7.2,1.8,0.5,2.7,4.3,13.5,
2019-20,25,CHI,NBA,PG,51.0,32.0,1269.0,4.3,9.7,0.444,0.8,3.2,0.259,3.5,6.5,0.535,0.487,1.1,1.5,0.741,0.7,4.6,5.3,4.9,2.9,0.5,1.9,4.5,10.6,
2020-21,26,ATL,NBA,PG,4.0,0.0,45.0,0.8,9.6,0.083,0.0,1.6,0.0,0.8,8.0,0.1,0.083,2.4,3.2,0.75,0.0,4.8,4.8,1.6,1.6,1.6,2.4,8.0,4.0,
2021-22,27,POR,NBA,PG,14.0,3.0,336.0,4.7,10.9,0.431,0.1,1.2,0.091,4.6,9.7,0.473,0.436,1.8,1.9,0.944,1.0,4.3,5.2,8.5,2.5,0.3,3.4,4.1,11.4,
2022-23,28,UTA,NBA,PG,22.0,3.0,568.0,7.4,13.7,0.537,1.1,2.3,0.472,6.3,11.4,0.55,0.576,2.6,3.4,0.774,0.6,5.8,6.3,7.9,1.6,0.6,2.2,3.7,18.4,
2023-24,29,UTA,NBA,PG,66.0,32.0,1249.0,4.2,9.0,0.47,1.2,3.2,0.369,3.1,5.8,0.525,0.535,0.6,0.9,0.688,1.4,4.0,5.4,7.3,2.0,0.8,2.3,3.9,10.3,
2024-25,30,LAC,NBA,PG,74.0,58.0,1783.0,3.9,8.8,0.439,1.5,4.5,0.335,2.4,4.3,0.549,0.525,0.3,0.4,0.682,1.1,4.0,5.1,4.2,2.6,0.5,1.5,4.0,9.6,
2025-26,31,LAC,NBA,PG,14.0,8.0,360.0,3.8,8.0,0.475,1.2,3.3,0.364,2.6,4.7,0.553,0.55,1.3,1.8,0.722,1.2,2.3,3.5,3.4,2.1,0.4,2.0,3.8,10.1,
10 Yrs,10 Yrs,10 Yrs,10 Yrs,,421.0,230.0,9857.0,4.8,10.9,0.438,1.0,3.0,0.328,3.8,7.9,0.481,0.484,1.2,1.6,0.736,0.8,4.3,5.1,6.0,2.3,0.6,2.4,4.2,11.7,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHI (3 Yrs),CHI (3 Yrs),CHI (3 Yrs),CHI (3 Yrs),,149.0,119.0,4183.0,5.6,13.0,0.431,0.9,2.9,0.31,4.7,10.1,0.467,0.466,1.5,2.0,0.755,0.6,4.5,5.1,6.5,2.3,0.6,2.8,4.3,13.7,
LAC (2 Yrs),LAC (2 Yrs),LAC (2 Yrs),LAC (2 Yrs),,88.0,66.0,2143.0,3.9,8.7,0.445,1.5,4.3,0.339,2.4,4.4,0.55,0.529,0.5,0.7,0.7,1.1,3.7,4.8,4.1,2.5,0.5,1.6,3.9,9.7,
UTA (2 Yrs),UTA (2 Yrs),UTA (2 Yrs),UTA (2 Yrs),,88.0,35.0,1817.0,5.2,10.5,0.497,1.1,2.9,0.395,4.1,7.6,0.537,0.552,1.2,1.7,0.741,1.2,4.6,5.7,7.5,1.8,0.8,2.3,3.8,12.8,
MIN (1 Yr),MIN (1 Yr),MIN (1 Yr),MIN (1 Yr),,78.0,7.0,1333.0,3.2,8.5,0.377,0.6,2.0,0.288,2.6,6.5,0.404,0.411,1.0,1.6,0.61,0.6,3.8,4.5,5.1,2.1,1.0,2.4,4.8,7.9,
POR (1 Yr),POR (1 Yr),POR (1 Yr),POR (1 Yr),,14.0,3.0,336.0,4.7,10.9,0.431,0.1,1.2,0.091,4.6,9.7,0.473,0.436,1.8,1.9,0.944,1.0,4.3,5.2,8.5,2.5,0.3,3.4,4.1,11.4,
ATL (1 Yr),ATL (1 Yr),ATL (1 Yr),ATL (1 Yr),,4.0,0.0,45.0,0.8,9.6,0.083,0.0,1.6,0.0,0.8,8.0,0.1,0.083,2.4,3.2,0.75,0.0,4.8,4.8,1.6,1.6,1.6,2.4,8.0,4.0,
