Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
2017-18,21,NOP,NBA,PF,7,0,6.9,0.7,1.7,0.417,0.0,0.0,0.7,1.7,0.417,0.417,0.0,0.0,0.6,0.7,1.3,0.0,0.1,0.1,0.1,1.3,1.4,
1 Yr,1 Yr,1 Yr,1 Yr,,7,0,6.9,0.7,1.7,0.417,0.0,0.0,0.7,1.7,0.417,0.417,0.0,0.0,0.6,0.7,1.3,0.0,0.1,0.1,0.1,1.3,1.4,
