"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'College')","('Unnamed: 3_level_0', 'G')","('Unnamed: 4_level_0', 'MP')","('Totals', 'FG')","('Totals', 'FGA')","('Totals', '3P')","('Totals', '3PA')","('Totals', 'FT')","('Totals', 'FTA')","('Totals', 'ORB')","('Totals', 'TRB')","('Totals', 'AST')","('Totals', 'STL')","('Totals', 'BLK')","('Totals', 'TOV')","('Totals', 'PF')","('Totals', 'PTS')","('Shooting', 'FG%')","('Shooting', '3P%')","('Shooting', 'FT%')","('Per Game', 'MP')","('Per Game', 'PTS')","('Per Game', 'TRB')","('Per Game', 'AST')"
2012-13,19.0,UNC,35,302,40,82,1,11,10,26,27,59,26,17,5,31,27,91,0.488,0.091,0.385,8.6,2.6,1.7,0.7
2013-14,20.0,UNC,34,975,129,264,8,36,49,98,65,197,104,55,18,64,92,315,0.489,0.222,0.5,28.7,9.3,5.8,3.1
2014-15,21.0,UNC,38,1106,116,271,12,32,72,117,61,213,163,56,13,85,91,316,0.428,0.375,0.615,29.1,8.3,5.6,4.3
Career,,,107,2383,285,617,21,79,131,241,153,469,293,128,36,180,210,722,0.462,0.266,0.544,22.3,6.7,4.4,2.7
