"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Round')","('Unnamed: 5_level_0', 'Opp')","('Unnamed: 6_level_0', 'W/L')","('Unnamed: 7_level_0', 'G')","('Per Game', 'MP')","('Per Game', 'PTS')","('Per Game', 'TRB')","('Per Game', 'AST')","('Per Game', 'STL')","('Per Game', 'BLK')","('Totals', 'FG')","('Totals', 'FGA')","('Totals', 'FG%')","('Totals', '3P')","('Totals', '3PA')","('Totals', '3P%')","('Totals', '2P')","('Totals', '2PA')","('Totals', '2P%')","('Totals', 'eFG%')","('Totals', 'FT')","('Totals', 'FTA')","('Totals', 'FT%')","('Totals', 'ORB')","('Totals', 'DRB')","('Totals', 'TRB')","('Totals', 'AST')","('Totals', 'STL')","('Totals', 'BLK')","('Totals', 'TOV')","('Totals', 'PF')","('Totals', 'PTS')","('Unnamed: 36_level_0', 'Awards')"
2020-21,23,ATL,NBA,EC1,NYK,W (4-1),5.0,28.8,12.2,6.0,0.6,0.4,0.6,22.0,41.0,0.537,7.0,18.0,0.389,15.0,23.0,0.652,0.622,10.0,11.0,0.909,3.0,27.0,30.0,3.0,2.0,3.0,2.0,14.0,61.0,
2020-21,23,ATL,NBA,ECS,PHI,W (4-3),7.0,36.1,15.1,10.0,0.9,0.6,0.9,41.0,75.0,0.547,7.0,18.0,0.389,34.0,57.0,0.596,0.593,17.0,20.0,0.85,19.0,51.0,70.0,6.0,4.0,6.0,13.0,25.0,106.0,
2020-21,23,ATL,NBA,ECF,MIL,L (2-4),6.0,29.8,13.8,9.5,1.2,0.3,0.3,37.0,66.0,0.561,6.0,20.0,0.3,31.0,46.0,0.674,0.606,3.0,5.0,0.6,14.0,43.0,57.0,7.0,2.0,2.0,8.0,20.0,83.0,
2021-22,24,ATL,NBA,EC1,MIA,L (1-4),5.0,24.4,9.4,4.6,1.2,0.4,0.2,19.0,39.0,0.487,4.0,11.0,0.364,15.0,28.0,0.536,0.538,5.0,10.0,0.5,2.0,21.0,23.0,6.0,2.0,1.0,5.0,12.0,47.0,
2022-23,25,ATL,NBA,EC1,BOS,L (2-4),6.0,27.3,11.3,4.3,0.8,0.3,1.0,26.0,60.0,0.433,11.0,32.0,0.344,15.0,28.0,0.536,0.525,5.0,6.0,0.833,7.0,19.0,26.0,5.0,2.0,6.0,9.0,13.0,68.0,
3 Yrs (5 Series),3 Yrs (5 Series),3 Yrs (5 Series),3 Yrs (5 Series),3 Yrs (5 Series),3 Yrs (5 Series),2-3,29.0,29.7,12.6,7.1,0.9,0.4,0.6,145.0,281.0,0.516,35.0,99.0,0.354,110.0,182.0,0.604,0.578,40.0,52.0,0.769,45.0,161.0,206.0,27.0,12.0,18.0,37.0,84.0,365.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC1 (3 Series),EC1 (3 Series),EC1 (3 Series),EC1 (3 Series),EC1 (3 Series),EC1 (3 Series),1-2,16.0,26.9,11.0,4.9,0.9,0.4,0.6,67.0,140.0,0.479,22.0,61.0,0.361,45.0,79.0,0.57,0.557,20.0,27.0,0.741,12.0,67.0,79.0,14.0,6.0,10.0,16.0,39.0,176.0,
ECS (1 Series),ECS (1 Series),ECS (1 Series),ECS (1 Series),ECS (1 Series),ECS (1 Series),1-0,7.0,36.1,15.1,10.0,0.9,0.6,0.9,41.0,75.0,0.547,7.0,18.0,0.389,34.0,57.0,0.596,0.593,17.0,20.0,0.85,19.0,51.0,70.0,6.0,4.0,6.0,13.0,25.0,106.0,
ECF (1 Series),ECF (1 Series),ECF (1 Series),ECF (1 Series),ECF (1 Series),ECF (1 Series),0-1,6.0,29.8,13.8,9.5,1.2,0.3,0.3,37.0,66.0,0.561,6.0,20.0,0.3,31.0,46.0,0.674,0.606,3.0,5.0,0.6,14.0,43.0,57.0,7.0,2.0,2.0,8.0,20.0,83.0,
