Season,Team,Lg,Salary
2000-01,Portland Trail Blazers,NBA,"$712,200"
2001-02,Portland Trail Blazers,NBA,"$638,000"
2002-03,Chicago Bulls,NBA,"$682,500"
Career,(may be incomplete),,"$2,032,700"
