"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Round')","('Unnamed: 5_level_0', 'Opp')","('Unnamed: 6_level_0', 'W/L')","('Unnamed: 7_level_0', 'G')","('Per Game', 'MP')","('Per Game', 'PTS')","('Per Game', 'TRB')","('Per Game', 'AST')","('Per Game', 'STL')","('Per Game', 'BLK')","('Totals', 'FG')","('Totals', 'FGA')","('Totals', 'FG%')","('Totals', '3P')","('Totals', '3PA')","('Totals', '2P')","('Totals', '2PA')","('Totals', '2P%')","('Totals', 'eFG%')","('Totals', 'FT')","('Totals', 'FTA')","('Totals', 'FT%')","('Totals', 'ORB')","('Totals', 'DRB')","('Totals', 'TRB')","('Totals', 'AST')","('Totals', 'STL')","('Totals', 'BLK')","('Totals', 'TOV')","('Totals', 'PF')","('Totals', 'PTS')","('Unnamed: 35_level_0', 'Awards')"
2002-03,21,ORL,NBA,EC1,DET,L (3-4),7,5.7,0.9,0.4,0.1,0.0,0.4,3,10,.300,0,0,3,10,.300,.300,0,3,.000,1,2,3,1,0,3,1,10,6,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-05,23,PHO,NBA,WC1,MEM,W (4-0),4,17.0,7.0,3.8,0.5,0.0,1.8,11,17,.647,0,0,11,17,.647,.647,6,8,.750,5,10,15,2,0,7,2,8,28,
2004-05,23,PHO,NBA,WCS,DAL,W (4-2),6,6.8,1.8,1.2,0.0,0.2,0.7,5,9,.556,0,0,5,9,.556,.556,1,4,.250,3,4,7,0,1,4,2,4,11,
2004-05,23,PHO,NBA,WCF,SAS,L (1-4),5,21.2,4.2,3.2,0.2,0.0,1.4,8,17,.471,0,0,8,17,.471,.471,5,8,.625,9,7,16,1,0,7,4,13,21,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-08,26,DEN,NBA,WC1,LAL,L (0-4),2,2.5,0.0,1.0,0.0,0.0,0.0,0,1,.000,0,0,0,1,.000,.000,0,0,,0,2,2,0,0,0,0,0,0,
2008-09,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury
3 Yrs (5 Series),3 Yrs (5 Series),3 Yrs (5 Series),3 Yrs (5 Series),3 Yrs (5 Series),3 Yrs (5 Series),2-3,24,10.8,2.8,1.8,0.2,0.0,0.9,27,54,.500,0,0,27,54,.500,.500,12,23,.522,18,25,43,4,1,21,9,35,66,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WC1 (2 Series),WC1 (2 Series),WC1 (2 Series),WC1 (2 Series),WC1 (2 Series),WC1 (2 Series),1-1,6,12.2,4.7,2.8,0.3,0.0,1.2,11,18,.611,0,0,11,18,.611,.611,6,8,.750,5,12,17,2,0,7,2,8,28,
EC1 (1 Series),EC1 (1 Series),EC1 (1 Series),EC1 (1 Series),EC1 (1 Series),EC1 (1 Series),0-1,7,5.7,0.9,0.4,0.1,0.0,0.4,3,10,.300,0,0,3,10,.300,.300,0,3,.000,1,2,3,1,0,3,1,10,6,
WCS (1 Series),WCS (1 Series),WCS (1 Series),WCS (1 Series),WCS (1 Series),WCS (1 Series),1-0,6,6.8,1.8,1.2,0.0,0.2,0.7,5,9,.556,0,0,5,9,.556,.556,1,4,.250,3,4,7,0,1,4,2,4,11,
WCF (1 Series),WCF (1 Series),WCF (1 Series),WCF (1 Series),WCF (1 Series),WCF (1 Series),0-1,5,21.2,4.2,3.2,0.2,0.0,1.4,8,17,.471,0,0,8,17,.471,.471,5,8,.625,9,7,16,1,0,7,4,13,21,
