Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
2004-05,23.0,WAS,NBA,PG,1,0,14:20,3,11,0.273,1,3,0.333,0,0,,1,2,3,0,0,0,1,7
2005-06,24.0,WAS,NBA,PG,1,0,9:51,0,4,0.0,0,2,0.0,1,2,0.5,0,0,1,1,0,1,1,1
2006-07,25.0,WAS,NBA,PG,1,1,19:48,3,8,0.375,2,7,0.286,0,0,,0,1,4,2,0,1,0,8
Career,,,NBA,,3,1,44,6,23,0.261,3,12,0.25,1,2,0.5,1,3,8,3,0,2,2,16
