"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'College')","('Unnamed: 3_level_0', 'G')","('Unnamed: 4_level_0', 'MP')","('Totals', 'FG')","('Totals', 'FGA')","('Totals', '3P')","('Totals', '3PA')","('Totals', 'FT')","('Totals', 'FTA')","('Totals', 'ORB')","('Totals', 'TRB')","('Totals', 'AST')","('Totals', 'STL')","('Totals', 'BLK')","('Totals', 'TOV')","('Totals', 'PF')","('Totals', 'PTS')","('Shooting', 'FG%')","('Shooting', '3P%')","('Shooting', 'FT%')","('Per Game', 'MP')","('Per Game', 'PTS')","('Per Game', 'TRB')","('Per Game', 'AST')"
2011-12,19.0,DUKE,19,111,11,20,4,10,7,7,5,16,3,3,1,8,19,33,0.55,0.4,1.0,5.8,1.7,0.8,0.2
2013-14,21.0,SYRACUSE,34,497,35,92,15,43,31,48,21,60,41,25,7,17,56,116,0.38,0.349,0.646,14.6,3.4,1.8,1.2
2014-15,22.0,SYRACUSE,30,1050,138,300,49,125,56,98,35,150,107,56,10,64,84,381,0.46,0.392,0.571,35.0,12.7,5.0,3.6
2015-16,23.0,SYRACUSE,37,1403,225,488,91,233,106,160,40,151,159,70,13,105,98,647,0.461,0.391,0.663,37.9,17.5,4.1,4.3
Career,,,120,3061,409,900,159,411,200,313,101,377,310,154,31,194,257,1177,0.454,0.387,0.639,25.5,9.8,3.1,2.6
