"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Round')","('Unnamed: 5_level_0', 'Opp')","('Unnamed: 6_level_0', 'W/L')","('Unnamed: 7_level_0', 'G')","('Per Game', 'MP')","('Per Game', 'PTS')","('Per Game', 'TRB')","('Per Game', 'AST')","('Per Game', 'STL')","('Per Game', 'BLK')","('Totals', 'FG')","('Totals', 'FGA')","('Totals', 'FG%')","('Totals', '3P')","('Totals', '3PA')","('Totals', '3P%')","('Totals', '2P')","('Totals', '2PA')","('Totals', '2P%')","('Totals', 'eFG%')","('Totals', 'FT')","('Totals', 'FTA')","('Totals', 'FT%')","('Totals', 'ORB')","('Totals', 'DRB')","('Totals', 'TRB')","('Totals', 'AST')","('Totals', 'STL')","('Totals', 'BLK')","('Totals', 'TOV')","('Totals', 'PF')","('Totals', 'PTS')","('Unnamed: 36_level_0', 'Awards')"
2015-16,23,DET,NBA,EC1,CLE,L (0-4),1.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-19,26,BRK,NBA,EC1,PHI,L (1-4),5.0,26.2,14.6,2.6,1.6,0.4,0.0,27.0,62.0,0.435,9.0,24.0,0.375,18.0,38.0,0.474,0.508,10.0,14.0,0.714,4.0,9.0,13.0,8.0,2.0,0.0,8.0,10.0,73.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-22,29,DAL,NBA,WC1,UTA,W (4-2),6.0,33.3,15.3,3.3,4.3,1.2,0.2,30.0,83.0,0.361,10.0,34.0,0.294,20.0,49.0,0.408,0.422,22.0,30.0,0.733,6.0,14.0,20.0,26.0,7.0,1.0,13.0,24.0,92.0,
2021-22,29,DAL,NBA,WCS,PHO,W (4-3),7.0,23.4,11.4,2.4,2.9,0.7,0.3,27.0,60.0,0.45,16.0,31.0,0.516,11.0,29.0,0.379,0.583,10.0,11.0,0.909,2.0,15.0,17.0,20.0,5.0,2.0,6.0,9.0,80.0,
2021-22,29,DAL,NBA,WCF,GSW,L (1-4),5.0,27.4,16.6,1.4,3.8,0.6,0.6,23.0,49.0,0.469,14.0,31.0,0.452,9.0,18.0,0.5,0.612,23.0,26.0,0.885,0.0,7.0,7.0,19.0,3.0,3.0,10.0,9.0,83.0,
2022-23,30,BRK,NBA,EC1,PHI,L (0-4),4.0,39.8,16.5,3.3,6.5,1.3,0.3,22.0,51.0,0.431,7.0,18.0,0.389,15.0,33.0,0.455,0.5,15.0,22.0,0.682,1.0,12.0,13.0,26.0,5.0,1.0,12.0,7.0,66.0,
2023-24,31,LAL,NBA,WC1,DEN,L (1-4),5.0,14.6,3.0,1.4,1.6,0.4,0.2,5.0,14.0,0.357,2.0,8.0,0.25,3.0,6.0,0.5,0.429,3.0,6.0,0.5,1.0,6.0,7.0,8.0,2.0,1.0,1.0,7.0,15.0,
5 Yrs (7 Series),5 Yrs (7 Series),5 Yrs (7 Series),5 Yrs (7 Series),5 Yrs (7 Series),5 Yrs (7 Series),2-5,33.0,26.2,12.5,2.3,3.3,0.7,0.2,135.0,320.0,0.422,58.0,146.0,0.397,77.0,174.0,0.443,0.513,83.0,109.0,0.761,14.0,63.0,77.0,108.0,24.0,8.0,50.0,66.0,411.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WC1 (2 Series),WC1 (2 Series),WC1 (2 Series),WC1 (2 Series),WC1 (2 Series),WC1 (2 Series),1-1,11.0,24.8,9.7,2.5,3.1,0.8,0.2,35.0,97.0,0.361,12.0,42.0,0.286,23.0,55.0,0.418,0.423,25.0,36.0,0.694,7.0,20.0,27.0,34.0,9.0,2.0,14.0,31.0,107.0,
EC1 (3 Series),EC1 (3 Series),EC1 (3 Series),EC1 (3 Series),EC1 (3 Series),EC1 (3 Series),0-3,10.0,29.2,14.1,2.6,3.5,0.7,0.1,50.0,114.0,0.439,16.0,42.0,0.381,34.0,72.0,0.472,0.509,25.0,36.0,0.694,5.0,21.0,26.0,35.0,7.0,1.0,20.0,17.0,141.0,
WCS (1 Series),WCS (1 Series),WCS (1 Series),WCS (1 Series),WCS (1 Series),WCS (1 Series),1-0,7.0,23.4,11.4,2.4,2.9,0.7,0.3,27.0,60.0,0.45,16.0,31.0,0.516,11.0,29.0,0.379,0.583,10.0,11.0,0.909,2.0,15.0,17.0,20.0,5.0,2.0,6.0,9.0,80.0,
WCF (1 Series),WCF (1 Series),WCF (1 Series),WCF (1 Series),WCF (1 Series),WCF (1 Series),0-1,5.0,27.4,16.6,1.4,3.8,0.6,0.6,23.0,49.0,0.469,14.0,31.0,0.452,9.0,18.0,0.5,0.612,23.0,26.0,0.885,0.0,7.0,7.0,19.0,3.0,3.0,10.0,9.0,83.0,
