"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Shooting %', 'FG%')","('Shooting %', '2P%')","('Shooting %', '3P%')","('Shooting %', 'eFG%')","('Shooting %', 'FT%')","('Shooting %', 'TS%')","('Shooting %', 'FTr')","('Shooting %', '3PAr')","('League-Adjusted', 'FG+')","('League-Adjusted', '2P+')","('League-Adjusted', '3P+')","('League-Adjusted', 'eFG+')","('League-Adjusted', 'FT+')","('League-Adjusted', 'TS+')","('League-Adjusted', 'FTr+')","('League-Adjusted', '3PAr+')","('Unnamed: 24_level_0', 'Awards')"
2015-16,22,DET,NBA,PG,1.0,0.0,2.0,1.0,1.0,,1.0,,1.0,0.0,0.0,221.0,204.0,,199.0,,185.0,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,
2018-19,25,BRK,NBA,PG,5.0,0.0,131.0,0.435,0.474,0.375,0.508,0.714,0.536,0.226,0.387,95.0,91.0,106.0,97.0,93.0,96.0,87.0,108.0,
,,,,,,,,,,,,,,,,,,,,,,,,
2021-22,28,DAL,NBA,PG,18.0,3.0,501.0,0.417,0.417,0.417,0.521,0.821,0.576,0.349,0.5,90.0,78.0,118.0,98.0,106.0,102.0,141.0,125.0,
2022-23,29,BRK,NBA,PG,4.0,4.0,159.0,0.431,0.455,0.389,0.5,0.682,0.544,0.431,0.353,91.0,83.0,108.0,92.0,87.0,94.0,162.0,91.0,
2023-24,30,LAL,NBA,PG,5.0,0.0,73.0,0.357,0.5,0.25,0.429,0.5,0.451,0.429,0.571,75.0,92.0,68.0,78.0,64.0,78.0,175.0,145.0,
5 Yrs,5 Yrs,5 Yrs,5 Yrs,,33.0,7.0,866.0,0.422,0.443,0.397,0.513,0.761,0.558,0.341,0.456,91.0,83.0,112.0,96.0,98.0,98.0,135.0,117.0,
,,,,,,,,,,,,,,,,,,,,,,,,
BRK (2 Yrs),BRK (2 Yrs),BRK (2 Yrs),BRK (2 Yrs),,9.0,4.0,290.0,0.434,0.465,0.381,0.504,0.694,0.539,0.319,0.372,93.0,87.0,107.0,95.0,90.0,95.0,121.0,100.0,
DAL (1 Yr),DAL (1 Yr),DAL (1 Yr),DAL (1 Yr),,18.0,3.0,501.0,0.417,0.417,0.417,0.521,0.821,0.576,0.349,0.5,90.0,78.0,118.0,98.0,106.0,102.0,141.0,125.0,
LAL (1 Yr),LAL (1 Yr),LAL (1 Yr),LAL (1 Yr),,5.0,0.0,73.0,0.357,0.5,0.25,0.429,0.5,0.451,0.429,0.571,75.0,92.0,68.0,78.0,64.0,78.0,175.0,145.0,
DET (1 Yr),DET (1 Yr),DET (1 Yr),DET (1 Yr),,1.0,0.0,2.0,1.0,1.0,,1.0,,1.0,0.0,0.0,221.0,204.0,,199.0,,185.0,0.0,0.0,
