Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
2022-23,25.0,UTA,NBA,PF,1,1,25:52,6,13,0.462,1,6,0.167,0,0,,2,7,0,0,0,0,0,13
Career,,,NBA,,1,1,26,6,13,0.462,1,6,0.167,0,0,,2,7,0,0,0,0,0,13
