Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
2009-10,21,POR,NBA,PG,3.0,0.0,12.0,9.2,18.3,0.5,4.6,4.6,1.0,4.6,13.7,0.333,0.625,4.6,4.6,1.0,0.0,0.0,0.0,13.7,0.0,0.0,4.6,4.6,27.5,127.0,127.0,
2010-11,22,POR,NBA,PG,2.0,0.0,5.0,0.0,23.1,0.0,0.0,11.6,0.0,0.0,11.6,0.0,0.0,0.0,0.0,,0.0,11.6,11.6,0.0,0.0,0.0,11.6,0.0,0.0,0.0,114.0,
2011-12,23,SAS,NBA,PG,8.0,0.0,31.0,10.0,18.4,0.545,5.0,8.4,0.6,5.0,10.0,0.5,0.682,0.0,0.0,,1.7,3.3,5.0,8.4,1.7,0.0,5.0,3.3,25.1,116.0,107.0,
2012-13,24,SAS,NBA,PG,9.0,0.0,31.0,8.6,17.3,0.5,3.5,12.1,0.286,5.2,5.2,1.0,0.6,0.0,0.0,,1.7,3.5,5.2,3.5,0.0,0.0,1.7,3.5,20.7,116.0,109.0,
2013-14,25,SAS,NBA,PG,23.0,0.0,351.0,9.3,20.8,0.447,4.7,11.7,0.405,4.6,9.1,0.5,0.56,1.5,1.9,0.769,0.4,4.7,5.2,4.9,2.5,0.1,2.1,4.6,24.8,113.0,105.0,
2014-15,26,SAS,NBA,PG,7.0,0.0,112.0,9.5,19.0,0.5,7.3,12.7,0.571,2.3,6.3,0.357,0.69,5.9,5.9,1.0,1.8,6.8,8.6,3.6,0.9,0.0,2.3,6.8,32.2,138.0,109.0,
2015-16,27,SAS,NBA,PG,10.0,0.0,167.0,7.2,16.6,0.434,4.1,11.3,0.361,3.1,5.3,0.588,0.557,2.2,3.4,0.636,0.0,4.4,4.4,6.3,2.2,0.0,2.5,0.9,20.6,110.0,105.0,
2016-17,28,SAS,NBA,PG,16.0,6.0,416.0,7.1,17.3,0.407,4.0,11.0,0.36,3.1,6.3,0.49,0.521,2.4,2.7,0.864,0.6,3.6,4.2,5.3,1.6,0.1,2.6,4.1,20.4,111.0,116.0,
2017-18,29,SAS,NBA,PG,5.0,5.0,165.0,7.8,17.8,0.439,4.1,10.9,0.371,3.7,6.9,0.545,0.553,1.2,1.6,0.8,0.6,2.5,3.1,4.1,0.9,0.3,2.8,4.7,20.9,103.0,118.0,
2018-19,30,SAS,NBA,PG,7.0,0.0,152.0,4.8,14.9,0.326,1.0,7.6,0.136,3.8,7.3,0.524,0.36,2.1,3.5,0.6,0.3,4.8,5.2,8.6,2.4,0.3,1.0,3.1,12.8,98.0,114.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-22,33,BRK,NBA,SG,4.0,0.0,72.0,6.4,11.4,0.563,5.0,9.2,0.538,1.4,2.1,0.667,0.781,0.0,0.0,,0.0,2.8,2.8,0.0,0.0,0.7,0.7,3.6,17.8,139.0,128.0,
2022-23,34,BRK,NBA,PG,1.0,0.0,5.0,0.0,21.4,0.0,0.0,21.4,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.7,0.0,0.0,125.0,
2023-24,35,MIA,NBA,PG,3.0,0.0,52.0,6.1,17.3,0.353,3.1,11.2,0.273,3.1,6.1,0.5,0.441,3.1,4.1,0.75,1.0,0.0,1.0,3.1,1.0,0.0,1.0,2.0,18.3,98.0,123.0,
2024-25,36,LAC,NBA,PG,1.0,0.0,4.0,13.0,26.0,0.5,13.0,13.0,1.0,0.0,13.0,0.0,0.75,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,39.0,78.0,124.0,
14 Yrs,14 Yrs,14 Yrs,14 Yrs,,99.0,11.0,1575.0,7.6,17.8,0.43,4.1,10.9,0.382,3.5,6.9,0.505,0.546,2.1,2.6,0.797,0.6,4.0,4.6,5.1,1.7,0.2,2.3,3.9,21.5,111.0,112.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAS (8 Yrs),SAS (8 Yrs),SAS (8 Yrs),SAS (8 Yrs),,85.0,11.0,1425.0,7.8,18.0,0.431,4.1,10.9,0.379,3.6,7.1,0.51,0.545,2.1,2.7,0.797,0.6,4.2,4.8,5.4,1.8,0.1,2.3,4.0,21.8,112.0,111.0,
BRK (2 Yrs),BRK (2 Yrs),BRK (2 Yrs),BRK (2 Yrs),,5.0,0.0,77.0,6.0,12.0,0.5,4.7,10.0,0.467,1.3,2.0,0.667,0.694,0.0,0.0,,0.0,2.7,2.7,0.0,0.0,0.7,0.7,4.0,16.7,122.0,128.0,
POR (2 Yrs),POR (2 Yrs),POR (2 Yrs),POR (2 Yrs),,5.0,0.0,17.0,6.6,19.7,0.333,3.3,6.6,0.5,3.3,13.1,0.25,0.417,3.3,3.3,1.0,0.0,3.3,3.3,9.8,0.0,0.0,6.6,3.3,19.7,86.0,123.0,
