"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Position Estimate', 'PG%')","('Position Estimate', 'SG%')","('Position Estimate', 'SF%')","('Position Estimate', 'PF%')","('Position Estimate', 'C%')","('+/- Per 100 Poss', 'OnCourt')","('+/- Per 100 Poss', 'On-Off')","('Turnovers', 'BadPass')","('Turnovers', 'LostBall')","('Fouls Committed', 'Shoot')","('Fouls Committed', 'Off.')","('Fouls Drawn', 'Shoot')","('Fouls Drawn', 'Off.')","('Misc.', 'PGA')","('Misc.', 'And1')","('Misc.', 'Blkd')","('Unnamed: 24_level_0', 'Awards')"
2001-02,23,MIN,NBA,C,60,0,516,0,0,0,0,100,-3.6,-8.5,12,11,33,6,24,,50,3,8,
2002-03,24,MIN,NBA,C,38,11,353,0,0,0,0,100,-0.2,-2.8,9,10,21,0,12,,39,2,8,
2003-04,25,MIA,NBA,C,38,2,506,0,0,0,0,100,-3.1,-4.2,7,12,23,4,19,,25,1,15,
2004-05,26,TOR,NBA,C,45,30,712,0,0,0,0,100,-7.8,-7.6,9,7,44,8,30,,36,7,24,
2005-06,27,TOR,NBA,C,27,4,324,0,0,0,0,100,-1.6,2.0,4,3,24,5,7,4,10,2,4,
2006-07,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league
2007-08,29,HOU,NBA,C,7,0,17,0,0,0,0,100,31.0,25.6,0,0,0,0,0,0,4,0,0,
6 Yrs,6 Yrs,6 Yrs,6 Yrs,,215,47,2428,0,0,0,0,100,-3.7,-4.9,41,43,145,23,92,4,164,15,59,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,18,926,0,0,0,0,100,-3.7,-4.9,16,16,55,9,35,,63,6,23,
,,,,,,,,,,,,,,,,,,,,,,,,
MIN (2 Yrs),MIN (2 Yrs),MIN (2 Yrs),MIN (2 Yrs),,98,11,869,0,0,0,0,100,-2.2,-6.2,21,21,54,6,36,,89,5,16,
TOR (2 Yrs),TOR (2 Yrs),TOR (2 Yrs),TOR (2 Yrs),,72,34,1036,0,0,0,0,100,-5.9,-4.6,13,10,68,13,37,4,46,9,28,
MIA (1 Yr),MIA (1 Yr),MIA (1 Yr),MIA (1 Yr),,38,2,506,0,0,0,0,100,-3.1,-4.2,7,12,23,4,19,,25,1,15,
HOU (1 Yr),HOU (1 Yr),HOU (1 Yr),HOU (1 Yr),,7,0,17,0,0,0,0,100,31.0,25.6,0,0,0,0,0,0,4,0,0,
