Date,Team,Unnamed: 2,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
2025-12-01,UTA,,HOU,"W, 133-125",,12,1,2,0.5,1,1,1.0,0,0,,0,0,0,4,1,0,1,1,3,4.4,-2
2025-11-30,UTA,,HOU,"L, 101-129",,17,1,4,0.25,0,2,0.0,0,0,,0,2,2,4,1,0,2,0,2,2.0,-18
2025-11-28,UTA,,SAC,"W, 128-119",,24,2,4,0.5,0,1,0.0,5,8,0.625,1,0,1,7,0,2,1,0,9,11.8,3
2025-11-24,UTA,@,GSW,"L, 117-134",,21,1,4,0.25,0,0,,0,0,,2,1,3,3,2,0,2,2,2,2.6,-15
2025-11-23,UTA,,LAL,"L, 106-108",,23,3,8,0.375,0,2,0.0,4,5,0.8,0,1,1,3,1,0,2,1,10,6.2,-8
