"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Shooting %', 'FG%')","('Shooting %', '2P%')","('Shooting %', 'eFG%')","('Shooting %', 'TS%')","('Shooting %', 'FTr')","('Shooting %', '3PAr')","('League-Adjusted', 'FG+')","('League-Adjusted', '2P+')","('League-Adjusted', 'eFG+')","('League-Adjusted', 'TS+')","('League-Adjusted', 'FTr+')","('League-Adjusted', '3PAr+')","('Added', 'FG Add')","('Added', 'TS Add')","('Unnamed: 22_level_0', 'Awards')"
2007-08,21,2TM,NBA,PF,11.0,0.0,36.0,0.25,0.25,0.25,0.25,0.0,0.0,55.0,52.0,50.0,46.0,0.0,0.0,-9.9,-11.6,
2007-08,21,SAS,NBA,SF,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.1,
2007-08,21,LAC,NBA,PF,10.0,0.0,34.0,0.263,0.263,0.263,0.263,0.0,0.0,58.0,54.0,53.0,49.0,0.0,0.0,-8.9,-10.5,
2008-09,22,SAS,NBA,PF,2.0,0.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,218.0,206.0,200.0,184.0,0.0,0.0,2.0,1.8,
2 Yrs,2 Yrs,2 Yrs,2 Yrs,,13.0,0.0,39.0,0.318,0.318,0.318,0.318,0.0,0.0,70.0,66.0,64.0,59.0,0.0,0.0,-7.9,-9.8,
,,,,,,,,,,,,,,,,,,,,,,
SAS (2 Yrs),SAS (2 Yrs),SAS (2 Yrs),SAS (2 Yrs),,3.0,0.0,5.0,0.667,0.667,0.667,0.667,0.0,0.0,146.0,137.0,133.0,122.0,0.0,0.0,1.0,0.7,
LAC (1 Yr),LAC (1 Yr),LAC (1 Yr),LAC (1 Yr),,10.0,0.0,34.0,0.263,0.263,0.263,0.263,0.0,0.0,58.0,54.0,53.0,49.0,0.0,0.0,-8.9,-10.5,
