Highlight,Unnamed: 1,In Stathead
"Career high, Points",28.0,View full stats from top 20 games
"Career high, Rebounds",20.0,View full stats from top 20 games
"Career high, Assists",6.0,View full stats from top 20 games
"Career high, Steals",6.0,View full stats from top 20 games
"Career high, Blocks",6.0,View full stats from top 20 games
"Career high, Game Score",26.3,View full stats from top 20 games
