Season,Team,Lg,Salary
2017-18,Milwaukee Bucks,NBA,"$2,135,040"
2018-19,Milwaukee Bucks,NBA,"$2,534,280"
2019-20,Milwaukee Bucks,NBA,"$2,961,120"
2020-21,Houston Rockets,NBA,"$4,548,280"
2021-22,Toronto Raptors,NBA,"$308,493"
2022-23,Toronto Raptors,NBA,"$250,000"
2023-24,Philadelphia 76ers,NBA,"$116,075"
Career,(may be incomplete),,"$12,853,288"
