Season,Age,Team,Lg,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
2012-13,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league
2013-14,23,2TM,NBA,C,8,0,72,11.9,.586,.450,.250,7.2,5.0,6.1,0.0,3.6,0.0,15.3,17.4,0.1,0.1,0.1,.089,-2.5,-1.3,-3.8,0.0,
2013-14,23,CHA,NBA,C,1,0,4,0.0,,,,0.0,0.0,0.0,0.0,13.0,0.0,100.0,11.5,0.0,0.0,0.0,-0.190,-14.1,5.8,-8.3,0.0,
2013-14,23,MIA,NBA,C,7,0,68,12.6,.586,.450,.250,7.7,5.3,6.5,0.0,3.1,0.0,11.9,17.7,0.1,0.1,0.1,.105,-1.8,-1.7,-3.5,0.0,
2014-15,24,2TM,NBA,C,41,14,712,14.6,.551,.174,.264,9.3,12.7,11.0,8.1,2.0,3.4,11.6,14.2,1.0,0.5,1.5,.102,-0.5,-0.4,-0.8,0.2,
2014-15,24,MIA,NBA,C,24,5,289,9.7,.485,.292,.108,10.2,9.8,10.0,6.5,1.5,1.5,10.5,12.4,0.2,0.2,0.4,.069,-2.0,-1.2,-3.2,-0.1,
2014-15,24,MIN,NBA,C,17,9,423,18.0,.586,.106,.354,8.7,14.8,11.6,9.2,2.3,4.6,12.1,15.5,0.8,0.3,1.1,.125,0.6,0.2,0.7,0.3,
2015-16,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league
2016-17,26,BRK,NBA,C,64,7,1177,13.6,.550,.475,.137,6.5,17.0,11.8,7.3,1.2,2.8,9.7,16.2,1.0,1.0,2.1,.084,-0.5,-0.3,-0.8,0.4,
3 Yrs,3 Yrs,3 Yrs,3 Yrs,,113,21,1961,13.9,.552,.381,.180,7.5,15.0,11.3,7.3,1.5,2.9,10.5,15.5,2.1,1.6,3.7,.091,-0.5,-0.4,-0.9,0.5,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,15,1423,13.9,.552,.381,.180,7.5,15.0,11.3,7.3,1.5,2.9,10.5,15.5,1.5,1.2,2.7,.091,-0.5,-0.4,-0.9,0.4,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIA (2 Yrs),MIA (2 Yrs),MIA (2 Yrs),MIA (2 Yrs),,31,5,357,10.3,.510,.329,.141,9.7,8.9,9.3,5.3,1.8,1.2,10.9,13.4,0.3,0.3,0.6,.076,-1.9,-1.3,-3.2,-0.1,
BRK (1 Yr),BRK (1 Yr),BRK (1 Yr),BRK (1 Yr),,64,7,1177,13.6,.550,.475,.137,6.5,17.0,11.8,7.3,1.2,2.8,9.7,16.2,1.0,1.0,2.1,.084,-0.5,-0.3,-0.8,0.4,
MIN (1 Yr),MIN (1 Yr),MIN (1 Yr),MIN (1 Yr),,17,9,423,18.0,.586,.106,.354,8.7,14.8,11.6,9.2,2.3,4.6,12.1,15.5,0.8,0.3,1.1,.125,0.6,0.2,0.7,0.3,
CHA (1 Yr),CHA (1 Yr),CHA (1 Yr),CHA (1 Yr),,1,0,4,0.0,,,,0.0,0.0,0.0,0.0,13.0,0.0,100.0,11.5,0.0,0.0,0.0,-0.190,-14.1,5.8,-8.3,0.0,
