Season,Age,Team,Lg,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
2020-21,21,MIA,NBA,PF,61.0,4.0,737.0,14.2,0.55,0.004,0.482,11.5,20.6,16.1,6.1,1.3,4.0,13.5,19.5,0.3,1.0,1.3,0.085,-3.6,-0.5,-4.1,-0.4,
2021-22,22,TOR,NBA,C,73.0,28.0,1725.0,12.7,0.503,0.259,0.217,8.7,21.7,14.9,6.9,1.1,2.3,11.3,18.5,0.4,2.1,2.5,0.07,-2.0,-0.6,-2.6,-0.2,
2022-23,23,TOR,NBA,C,55.0,12.0,1140.0,15.2,0.554,0.267,0.307,9.3,24.4,16.3,6.3,1.3,2.6,11.4,19.4,0.8,1.4,2.2,0.093,-1.4,-0.8,-2.3,-0.1,
2023-24,24,2TM,NBA,C,74.0,18.0,1624.0,14.6,0.545,0.207,0.239,13.0,20.5,16.7,8.4,1.4,3.9,13.8,15.9,1.2,2.2,3.4,0.102,-1.7,0.3,-1.4,0.2,
2023-24,24,TOR,NBA,C,25.0,0.0,437.0,15.0,0.512,0.276,0.247,12.3,22.1,17.1,14.5,1.8,2.4,13.3,21.2,0.0,0.4,0.4,0.048,-1.4,-0.2,-1.6,0.0,
2023-24,24,NYK,NBA,PF,49.0,18.0,1187.0,14.5,0.564,0.167,0.234,13.3,19.9,16.6,6.2,1.3,4.4,14.1,14.0,1.2,1.8,3.0,0.122,-1.9,0.5,-1.4,0.2,
2024-25,25,NYK,NBA,C,57.0,10.0,1170.0,13.6,0.53,0.11,0.211,10.0,21.0,15.5,6.2,2.0,3.3,11.2,14.9,0.7,1.7,2.3,0.095,-2.1,0.2,-1.9,0.0,
2025-26,26,SAC,NBA,C,14.0,6.0,293.0,13.3,0.557,0.173,0.296,9.3,18.9,13.9,6.7,1.5,1.9,7.1,14.3,0.3,0.2,0.4,0.069,-1.4,-0.8,-2.2,0.0,
6 Yrs,6 Yrs,6 Yrs,6 Yrs,,334.0,78.0,6689.0,13.9,0.534,0.195,0.27,10.4,21.5,15.8,7.0,1.4,3.1,12.0,17.3,3.7,8.6,12.2,0.088,-2.0,-0.3,-2.3,-0.5,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,19.0,1642.0,13.9,0.534,0.195,0.27,10.4,21.5,15.8,7.0,1.4,3.1,12.0,17.3,0.9,2.1,3.0,0.088,-2.0,-0.3,-2.3,-0.1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOR (3 Yrs),TOR (3 Yrs),TOR (3 Yrs),TOR (3 Yrs),,153.0,40.0,3302.0,13.8,0.522,0.264,0.252,9.4,22.7,15.7,7.7,1.3,2.4,11.6,19.1,1.3,3.9,5.2,0.075,-1.7,-0.6,-2.3,-0.3,
NYK (2 Yrs),NYK (2 Yrs),NYK (2 Yrs),NYK (2 Yrs),,106.0,28.0,2357.0,14.1,0.546,0.137,0.222,11.7,20.4,16.1,6.2,1.6,3.9,12.6,14.4,1.9,3.5,5.3,0.109,-2.0,0.4,-1.6,0.2,
MIA (1 Yr),MIA (1 Yr),MIA (1 Yr),MIA (1 Yr),,61.0,4.0,737.0,14.2,0.55,0.004,0.482,11.5,20.6,16.1,6.1,1.3,4.0,13.5,19.5,0.3,1.0,1.3,0.085,-3.6,-0.5,-4.1,-0.4,
SAC (1 Yr),SAC (1 Yr),SAC (1 Yr),SAC (1 Yr),,14.0,6.0,293.0,13.3,0.557,0.173,0.296,9.3,18.9,13.9,6.7,1.5,1.9,7.1,14.3,0.3,0.2,0.4,0.069,-1.4,-0.8,-2.2,0.0,
