Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
2024-25,21.0,SAS,NBA,C,1,0,6:22,3,4,0.75,0,1,0.0,0,0,,1,4,0,1,1,2,0,6
2024-25,21.0,SAS,NBA,C,1,0,7:29,5,7,0.714,1,2,0.5,0,0,,1,3,0,0,1,1,0,11
Career,,,NBA,,2,0,14,8,11,0.727,1,3,0.333,0,0,,2,7,0,1,2,3,0,17
