Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
2014-15,26,NOP,NBA,C,3,0,10,14.4,14.4,1.0,0.0,0.0,14.4,14.4,1.0,1.0,0.0,0.0,0.0,3.6,3.6,3.6,3.6,0.0,0.0,7.2,28.8,
1 Yr,1 Yr,1 Yr,1 Yr,,3,0,10,14.4,14.4,1.0,0.0,0.0,14.4,14.4,1.0,1.0,0.0,0.0,0.0,3.6,3.6,3.6,3.6,0.0,0.0,7.2,28.8,
