"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Position Estimate', 'PG%')","('Position Estimate', 'SG%')","('Position Estimate', 'SF%')","('Position Estimate', 'PF%')","('Position Estimate', 'C%')","('+/- Per 100 Poss', 'OnCourt')","('+/- Per 100 Poss', 'On-Off')","('Turnovers', 'BadPass')","('Turnovers', 'LostBall')","('Fouls Committed', 'Shoot')","('Fouls Committed', 'Off.')","('Unnamed: 19_level_0', 'Shoot')","('Misc.', 'PGA')","('Misc.', 'And1')","('Misc.', 'Blkd')","('Unnamed: 23_level_0', 'Awards')"
2001-02,23,POR,NBA,C,33,1,245,0,0,0,0,100,-14.6,-19.4,4,3,15,5,12,10,4,5,
2002-03,24,POR,NBA,C,2,0,5,0,0,0,0,100,32.2,29.3,0,0,0,0,0,2,0,1,
2003-04,25,POR,NBA,C,9,0,26,0,0,0,0,100,-44.1,-42.7,0,0,1,0,1,3,0,1,
3 Yrs,3 Yrs,3 Yrs,3 Yrs,,44,1,276,0,0,0,0,100,-16.5,-20.7,4,3,16,5,13,15,4,7,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,2,514,0,0,0,0,100,-16.5,-20.7,7,6,30,9,24,28,7,13,
