Season,Age,Team,Lg,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
2015-16,23,ATL,NBA,SG,9.0,0.0,87.0,3.1,0.349,0.538,0.231,0.0,10.6,5.6,11.9,0.0,1.0,9.5,16.3,-0.2,0.0,-0.1,-0.078,-5.3,-2.3,-7.5,-0.1,
2016-17,24,ATL,NBA,SG,6.0,6.0,200.0,3.8,0.426,0.512,0.232,1.7,7.3,4.5,5.4,0.7,0.0,10.0,21.3,-0.4,0.2,-0.2,-0.052,-4.4,-2.6,-7.0,-0.3,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-20,27,DAL,NBA,SG,6.0,6.0,204.0,12.5,0.536,0.568,0.116,1.6,9.8,5.6,8.1,0.5,0.0,2.9,21.7,0.2,-0.1,0.0,0.007,0.8,-2.7,-1.8,0.0,
2020-21,28,DAL,NBA,SG,7.0,7.0,262.0,11.1,0.551,0.564,0.158,2.1,8.4,5.1,5.8,0.6,0.0,5.3,19.7,0.2,-0.1,0.2,0.028,0.3,-2.3,-1.9,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-24,31,DAL,NBA,SF,14.0,0.0,178.0,9.1,0.496,0.638,0.138,1.3,14.7,8.0,4.1,1.5,0.5,3.1,16.2,0.0,0.2,0.2,0.056,-2.1,0.4,-1.7,0.0,
2024-25,32,DET,NBA,SG,6.0,6.0,188.0,5.8,0.477,0.732,0.141,1.3,8.8,5.2,5.8,0.5,0.0,10.7,19.3,-0.2,0.1,-0.1,-0.015,-3.0,-1.5,-4.5,-0.1,
6 Yrs,6 Yrs,6 Yrs,6 Yrs,,48.0,25.0,1119.0,8.2,0.492,0.591,0.162,1.5,9.7,5.6,6.4,0.7,0.2,6.6,19.5,-0.3,0.3,0.0,-0.001,-1.8,-1.8,-3.7,-0.5,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,43.0,1912.0,8.2,0.492,0.591,0.162,1.5,9.7,5.6,6.4,0.7,0.2,6.6,19.5,-0.6,0.5,-0.1,-0.001,-1.8,-1.8,-3.7,-0.8,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAL (3 Yrs),DAL (3 Yrs),DAL (3 Yrs),DAL (3 Yrs),,27.0,13.0,644.0,11.0,0.533,0.583,0.138,1.7,10.6,6.1,6.1,0.8,0.1,3.9,19.4,0.4,0.0,0.4,0.029,-0.2,-1.7,-1.8,0.0,
ATL (2 Yrs),ATL (2 Yrs),ATL (2 Yrs),ATL (2 Yrs),,15.0,6.0,287.0,3.6,0.408,0.519,0.231,1.2,8.3,4.8,7.4,0.5,0.3,9.8,19.8,-0.6,0.2,-0.4,-0.06,-4.7,-2.5,-7.2,-0.4,
DET (1 Yr),DET (1 Yr),DET (1 Yr),DET (1 Yr),,6.0,6.0,188.0,5.8,0.477,0.732,0.141,1.3,8.8,5.2,5.8,0.5,0.0,10.7,19.3,-0.2,0.1,-0.1,-0.015,-3.0,-1.5,-4.5,-0.1,
