Date,Team,Unnamed: 2,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
2025-11-28,WAS,@,IND,"L, 86-119",,7,0,1,0.0,0,0,,0,0,,0,1,1,0,0,1,0,1,0,-0.1,-6
2025-11-25,WAS,,ATL,"W, 132-113",,9,0,3,0.0,0,2,0.0,0,0,,0,0,0,2,1,0,1,1,0,-1.1,-12
2025-11-21,WAS,@,TOR,"L, 110-140",,5,2,3,0.667,1,2,0.5,4,4,1.0,0,1,1,0,0,0,1,0,9,7.0,1
2025-11-12,WAS,@,HOU,"L, 112-135",,3,0,1,0.0,0,0,,2,2,1.0,0,0,0,1,0,0,0,0,2,2.0,-1
2025-11-10,WAS,@,DET,"L, 135-137 (OT)",,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,0
