0
2015-16 NBA 24.9 (19th)
2017-18 NBA 30.6 (7th)
2018-19 NBA 26.1 (16th)
2020-21 NBA 31.9 (4th)
Career 24.6 (35th)
Career NBA 24.6 (32nd)
