Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
2016-17,22,HOU,NBA,PF,4,0,31,3.5,13.9,0.25,3.5,7.0,0.5,0.0,7.0,0.0,0.375,0.0,0.0,5.8,5.8,11.6,1.2,1.2,1.2,0.0,2.3,10.5,
1 Yr,1 Yr,1 Yr,1 Yr,,4,0,31,3.5,13.9,0.25,3.5,7.0,0.5,0.0,7.0,0.0,0.375,0.0,0.0,5.8,5.8,11.6,1.2,1.2,1.2,0.0,2.3,10.5,
