"('Game Highs', 'Season')","('Game Highs', 'Age')","('Game Highs', 'Tm')","('Game Highs', 'Lg')","('Game Highs', 'MP')","('Game Highs', 'FG')","('Game Highs', 'FGA')","('Game Highs', '3P')","('Game Highs', '3PA')","('Game Highs', '2P')","('Game Highs', '2PA')","('Game Highs', 'FT')","('Game Highs', 'FTA')","('Game Highs', 'ORB')","('Game Highs', 'DRB')","('Game Highs', 'TRB')","('Game Highs', 'AST')","('Game Highs', 'STL')","('Game Highs', 'BLK')","('Game Highs', 'TOV')","('Game Highs', 'PF')","('Game Highs', 'PTS')","('Game Highs', 'GmSc')"
2016-17,24.0,SAS,NBA,38:52,7.0,14.0,5.0,10.0,3.0,6.0,7.0,8.0,3.0,6.0,6.0,4.0,2.0,2.0,2.0,5.0,21.0,20.3
2017-18,25.0,SAS,NBA,32:53,11.0,15.0,6.0,9.0,5.0,9.0,6.0,7.0,2.0,6.0,7.0,4.0,3.0,4.0,4.0,5.0,28.0,24.6
2018-19,26.0,SAS,NBA,35:58,8.0,14.0,5.0,12.0,4.0,5.0,5.0,5.0,3.0,7.0,8.0,5.0,4.0,2.0,2.0,5.0,21.0,17.3
2019-20,27.0,WAS,NBA,40:01,11.0,20.0,8.0,15.0,4.0,7.0,8.0,10.0,4.0,10.0,10.0,5.0,3.0,2.0,6.0,6.0,32.0,27.5
2020-21,28.0,WAS,NBA,37:50,9.0,15.0,9.0,12.0,2.0,4.0,9.0,9.0,2.0,7.0,8.0,5.0,2.0,2.0,4.0,6.0,35.0,33.0
2021-22,29.0,TOT,NBA,31:25,8.0,13.0,5.0,10.0,3.0,4.0,5.0,5.0,2.0,6.0,8.0,6.0,2.0,2.0,2.0,6.0,21.0,16.3
2021-22,29.0,WAS,NBA,31:25,8.0,13.0,5.0,10.0,3.0,4.0,5.0,5.0,1.0,5.0,5.0,2.0,2.0,2.0,2.0,5.0,21.0,16.3
2021-22,29.0,DAL,NBA,21:23,6.0,10.0,5.0,8.0,2.0,3.0,2.0,2.0,2.0,6.0,8.0,6.0,1.0,1.0,2.0,6.0,17.0,15.7
2022-23,30.0,DAL,NBA,28:25,7.0,13.0,6.0,11.0,2.0,2.0,3.0,3.0,2.0,5.0,7.0,3.0,2.0,2.0,1.0,4.0,19.0,17.3
2023-24,31.0,TOT,NBA,31:40,5.0,14.0,5.0,10.0,3.0,4.0,6.0,6.0,3.0,6.0,6.0,4.0,4.0,2.0,2.0,4.0,16.0,14.9
2023-24,31.0,OKC,NBA,12:51,3.0,5.0,3.0,5.0,0.0,1.0,6.0,6.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,3.0,15.0,14.9
2023-24,31.0,CHO,NBA,31:40,5.0,14.0,5.0,10.0,3.0,4.0,4.0,4.0,3.0,6.0,6.0,4.0,4.0,2.0,2.0,4.0,16.0,12.8
Career,,,,40:01,11.0,20.0,9.0,15.0,5.0,9.0,9.0,10.0,4.0,10.0,10.0,6.0,4.0,4.0,6.0,6.0,35.0,33.0
,,,,,,,,,,,,,,,,,,,,,,
3 Seasons,,SAS,NBA,38:52,11.0,15.0,6.0,12.0,5.0,9.0,7.0,8.0,3.0,7.0,8.0,5.0,4.0,4.0,4.0,5.0,28.0,24.6
3 Seasons,,WAS,NBA,40:01,11.0,20.0,9.0,15.0,4.0,7.0,9.0,10.0,4.0,10.0,10.0,5.0,3.0,2.0,6.0,6.0,35.0,33.0
2 Seasons,,DAL,NBA,28:25,7.0,13.0,6.0,11.0,2.0,3.0,3.0,3.0,2.0,6.0,8.0,6.0,2.0,2.0,2.0,6.0,19.0,17.3
1 Season,,CHO,NBA,31:40,5.0,14.0,5.0,10.0,3.0,4.0,4.0,4.0,3.0,6.0,6.0,4.0,4.0,2.0,2.0,4.0,16.0,12.8
1 Season,,OKC,NBA,12:51,3.0,5.0,3.0,5.0,0.0,1.0,6.0,6.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,3.0,15.0,14.9
