Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
2023-24,21,NOP,NBA,SG,3,0,12,0,4,0.0,0,3,0.0,0,1,0.0,0.0,0,0,0,2,2,0,0,0,0,1,0,0,
1 Yr,1 Yr,1 Yr,1 Yr,,3,0,12,0,4,0.0,0,3,0.0,0,1,0.0,0.0,0,0,0,2,2,0,0,0,0,1,0,0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,0,328,0,109,0.0,0,82,0.0,0,27,0.0,0.0,0,0,0,55,55,0,0,0,0,27,0,0,
