"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Position Estimate', 'PG%')","('Position Estimate', 'SG%')","('Position Estimate', 'SF%')","('Position Estimate', 'PF%')","('Position Estimate', 'C%')","('+/- Per 100 Poss', 'OnCourt')","('+/- Per 100 Poss', 'On-Off')","('Turnovers', 'BadPass')","('Turnovers', 'LostBall')","('Fouls Committed', 'Shoot')","('Fouls Committed', 'Off.')","('Fouls Drawn', 'Shoot')","('Fouls Drawn', 'Off.')","('Misc.', 'PGA')","('Misc.', 'And1')","('Misc.', 'Blkd')","('Unnamed: 24_level_0', 'Awards')"
2002-03,23,IND,NBA,SG,19,1,115,25,52,23,0,0,-3.9,-7.7,2,3,2,0,2,,13,0,3,
2003-04,24,IND,NBA,SG,81,2,1508,0,98,2,0,0,2.9,-6.1,43,19,60,7,56,,379,4,20,
2004-05,25,IND,NBA,SG,77,14,2268,7,87,6,0,0,-3.3,-9.6,57,29,88,17,68,,462,13,38,
2005-06,26,IND,NBA,SG,68,2,1837,0,89,11,0,0,0.0,-3.3,57,25,64,20,64,10,350,15,26,
2006-07,27,2TM,NBA,SG,63,12,1319,3,93,4,0,0,-8.6,-9.8,22,17,60,15,51,3,240,13,19,
2006-07,27,TOR,NBA,SG,39,9,870,0,98,2,0,0,-9.1,-13.3,13,13,39,14,39,2,126,9,13,
2006-07,27,POR,NBA,SG,24,3,449,10,82,8,0,0,-7.6,-3.0,9,4,21,1,12,1,114,4,6,
2007-08,28,NYK,NBA,SG,70,26,1757,57,42,2,0,0,-7.9,-1.1,48,17,72,8,59,5,368,18,19,
2008-09,29,LAC,NBA,SF,52,21,1495,0,36,59,5,0,-9.1,1.4,39,14,64,4,38,5,433,8,14,
2009-10,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league
2010-11,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league
7 Yrs,7 Yrs,7 Yrs,7 Yrs,,430,78,10299,12,74,13,1,0,-4.1,-4.9,268,124,410,71,338,23,2245,71,139,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,15,1964,12,74,13,1,0,-4.1,-4.9,51,24,78,14,64,,428,14,27,
,,,,,,,,,,,,,,,,,,,,,,,,
IND (4 Yrs),IND (4 Yrs),IND (4 Yrs),IND (4 Yrs),,245,19,5728,3,90,7,0,0,-0.6,-6.7,159,76,214,44,190,10,1204,32,87,
NYK (1 Yr),NYK (1 Yr),NYK (1 Yr),NYK (1 Yr),,70,26,1757,57,42,2,0,0,-7.9,-1.1,48,17,72,8,59,5,368,18,19,
LAC (1 Yr),LAC (1 Yr),LAC (1 Yr),LAC (1 Yr),,52,21,1495,0,36,59,5,0,-9.1,1.4,39,14,64,4,38,5,433,8,14,
TOR (1 Yr),TOR (1 Yr),TOR (1 Yr),TOR (1 Yr),,39,9,870,0,98,2,0,0,-9.1,-13.3,13,13,39,14,39,2,126,9,13,
POR (1 Yr),POR (1 Yr),POR (1 Yr),POR (1 Yr),,24,3,449,10,82,8,0,0,-7.6,-3.0,9,4,21,1,12,1,114,4,6,
