Season,Team,Lg,Salary
2002-03,Los Angeles Clippers,NBA,"$1,490,120"
2003-04,Los Angeles Clippers,NBA,"$1,628,760"
2004-05,Charlotte Bobcats,NBA,"$1,742,400"
2005-06,Charlotte Bobcats,NBA,"$2,401,027"
2006-07,San Antonio Spurs,NBA,"$3,303,813"
2007-08,New Orleans Hornets,NBA,"$895,341"
2008-09,New Orleans Hornets,NBA,"$998,398"
2010-11,Denver Nuggets,NBA,"$1,223,166"
Career,(may be incomplete),,"$13,683,025"
