Season,Team,Lg,Salary
2009-10,Oklahoma City Thunder,NBA,"$1,120,200"
2010-11,Oklahoma City Thunder,NBA,"$1,204,200"
2011-12,Charlotte Bobcats,NBA,"$1,288,200"
2012-13,Charlotte Bobcats,NBA,"$2,253,306"
2013-14,Los Angeles Clippers,NBA,"$947,907"
Career,(may be incomplete),,"$6,813,813"
