"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Position Estimate', 'PG%')","('Position Estimate', 'SG%')","('Position Estimate', 'SF%')","('Position Estimate', 'PF%')","('Position Estimate', 'C%')","('+/- Per 100 Poss', 'OnCourt')","('+/- Per 100 Poss', 'On-Off')","('Turnovers', 'BadPass')","('Turnovers', 'LostBall')","('Fouls Committed', 'Shoot')","('Fouls Committed', 'Off.')","('Fouls Drawn', 'Shoot')","('Fouls Drawn', 'Off.')","('Misc.', 'PGA')","('Misc.', 'And1')","('Misc.', 'Blkd')","('Unnamed: 24_level_0', 'Awards')"
2018-19,20,SAS,NBA,SG,17.0,0.0,118.0,42.0,45.0,14.0,0.0,0.0,-20.5,-23.4,1.0,2.0,7.0,0.0,4.0,0.0,20.0,0.0,3.0,
2019-20,21,SAS,NBA,SG,61.0,12.0,988.0,3.0,24.0,73.0,0.0,0.0,0.3,2.0,15.0,14.0,38.0,6.0,32.0,4.0,166.0,8.0,21.0,
2020-21,22,SAS,NBA,SG,60.0,38.0,1522.0,3.0,79.0,17.0,0.0,0.0,-6.7,-8.9,35.0,13.0,61.0,6.0,37.0,4.0,239.0,14.0,27.0,
2021-22,23,SAS,NBA,SG,70.0,6.0,1612.0,6.0,61.0,33.0,1.0,0.0,-2.1,-3.7,33.0,19.0,50.0,3.0,69.0,1.0,363.0,10.0,27.0,
2022-23,24,LAL,NBA,SG,56.0,32.0,1297.0,9.0,52.0,37.0,2.0,0.0,-6.6,-10.7,18.0,10.0,45.0,4.0,51.0,5.0,150.0,10.0,21.0,
2023-24,25,BRK,NBA,SG,58.0,0.0,1011.0,20.0,67.0,13.0,0.0,0.0,0.2,4.3,17.0,14.0,40.0,4.0,26.0,3.0,182.0,5.0,23.0,
2024-25,26,PHI,NBA,SG,20.0,7.0,477.0,28.0,68.0,5.0,0.0,0.0,-14.3,-9.0,12.0,6.0,20.0,2.0,14.0,0.0,118.0,4.0,8.0,
7 Yrs,7 Yrs,7 Yrs,7 Yrs,,342.0,95.0,7025.0,10.0,59.0,31.0,1.0,0.0,-4.4,-4.8,131.0,78.0,261.0,25.0,233.0,17.0,1238.0,51.0,130.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,23.0,1684.0,10.0,59.0,31.0,1.0,0.0,-4.4,-4.8,31.0,19.0,63.0,6.0,56.0,4.0,297.0,12.0,31.0,
,,,,,,,,,,,,,,,,,,,,,,,,
SAS (4 Yrs),SAS (4 Yrs),SAS (4 Yrs),SAS (4 Yrs),,208.0,56.0,4240.0,5.0,58.0,36.0,0.0,0.0,-3.7,-4.8,84.0,48.0,156.0,15.0,142.0,9.0,788.0,32.0,78.0,
BRK (1 Yr),BRK (1 Yr),BRK (1 Yr),BRK (1 Yr),,58.0,0.0,1011.0,20.0,67.0,13.0,0.0,0.0,0.2,4.3,17.0,14.0,40.0,4.0,26.0,3.0,182.0,5.0,23.0,
LAL (1 Yr),LAL (1 Yr),LAL (1 Yr),LAL (1 Yr),,56.0,32.0,1297.0,9.0,52.0,37.0,2.0,0.0,-6.6,-10.7,18.0,10.0,45.0,4.0,51.0,5.0,150.0,10.0,21.0,
PHI (1 Yr),PHI (1 Yr),PHI (1 Yr),PHI (1 Yr),,20.0,7.0,477.0,28.0,68.0,5.0,0.0,0.0,-14.3,-9.0,12.0,6.0,20.0,2.0,14.0,0.0,118.0,4.0,8.0,
