"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Shooting %', 'FG%')","('Shooting %', '2P%')","('Shooting %', '3P%')","('Shooting %', 'eFG%')","('Shooting %', 'FT%')","('Shooting %', 'TS%')","('Shooting %', 'FTr')","('Shooting %', '3PAr')","('League-Adjusted', 'FG+')","('League-Adjusted', '2P+')","('League-Adjusted', '3P+')","('League-Adjusted', 'eFG+')","('League-Adjusted', 'FT+')","('League-Adjusted', 'TS+')","('League-Adjusted', 'FTr+')","('League-Adjusted', '3PAr+')","('Unnamed: 24_level_0', 'Awards')"
2015-16,26,DET,NBA,SF,4.0,4.0,144.0,0.468,0.517,0.389,0.543,0.87,0.621,0.489,0.383,104.0,105.0,110.0,108.0,115.0,115.0,177.0,134.0,
,,,,,,,,,,,,,,,,,,,,,,,,
2017-18,28,BOS,NBA,PF,19.0,4.0,562.0,0.368,0.344,0.417,0.435,0.712,0.474,0.265,0.323,80.0,67.0,115.0,83.0,93.0,85.0,105.0,96.0,
2018-19,29,BOS,NBA,PF,9.0,4.0,254.0,0.519,0.59,0.45,0.633,0.742,0.664,0.392,0.506,113.0,114.0,127.0,121.0,97.0,119.0,152.0,141.0,
2019-20,30,LAC,NBA,PF,13.0,13.0,388.0,0.505,0.538,0.475,0.631,0.929,0.653,0.126,0.532,110.0,103.0,133.0,119.0,120.0,116.0,48.0,138.0,
2020-21,31,LAC,NBA,PF,19.0,18.0,604.0,0.43,0.481,0.375,0.52,0.75,0.542,0.16,0.48,92.0,91.0,102.0,97.0,96.0,95.0,65.0,123.0,
,,,,,,,,,,,,,,,,,,,,,,,,
2022-23,33,LAC,NBA,PF,3.0,2.0,68.0,0.345,0.471,0.167,0.379,1.0,0.423,0.138,0.414,73.0,86.0,46.0,70.0,128.0,73.0,52.0,107.0,
2023-24,34,CLE,NBA,PF,9.0,1.0,138.0,0.458,0.52,0.391,0.552,0.667,0.558,0.063,0.479,97.0,95.0,107.0,101.0,85.0,96.0,26.0,121.0,
7 Yrs,7 Yrs,7 Yrs,7 Yrs,,76.0,46.0,2158.0,0.433,0.453,0.406,0.521,0.771,0.553,0.225,0.434,93.0,87.0,113.0,99.0,100.0,98.0,88.0,119.0,
,,,,,,,,,,,,,,,,,,,,,,,,
LAC (3 Yrs),LAC (3 Yrs),LAC (3 Yrs),LAC (3 Yrs),,35.0,33.0,1060.0,0.447,0.497,0.395,0.544,0.82,0.568,0.147,0.491,96.0,94.0,109.0,102.0,106.0,100.0,58.0,126.0,
BOS (2 Yrs),BOS (2 Yrs),BOS (2 Yrs),BOS (2 Yrs),,28.0,8.0,816.0,0.407,0.395,0.429,0.487,0.722,0.525,0.298,0.371,88.0,77.0,119.0,93.0,94.0,94.0,117.0,108.0,
CLE (1 Yr),CLE (1 Yr),CLE (1 Yr),CLE (1 Yr),,9.0,1.0,138.0,0.458,0.52,0.391,0.552,0.667,0.558,0.063,0.479,97.0,95.0,107.0,101.0,85.0,96.0,26.0,121.0,
DET (1 Yr),DET (1 Yr),DET (1 Yr),DET (1 Yr),,4.0,4.0,144.0,0.468,0.517,0.389,0.543,0.87,0.621,0.489,0.383,104.0,105.0,110.0,108.0,115.0,115.0,177.0,134.0,
