Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
2002-03,21,ORL,NBA,PF,7.0,7.0,234.0,36.0,90.0,0.4,0.0,3.0,0.0,36.0,87.0,0.414,0.4,26.0,36.0,0.722,28.0,61.0,89.0,4.0,3.0,6.0,12.0,23.0,98.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-06,24,CLE,NBA,PF,13.0,13.0,282.0,45.0,85.0,0.529,0.0,0.0,,45.0,85.0,0.529,0.529,17.0,18.0,0.944,31.0,67.0,98.0,8.0,3.0,2.0,18.0,40.0,107.0,0.0,
2006-07,25,CLE,NBA,PF,20.0,20.0,605.0,99.0,201.0,0.493,0.0,2.0,0.0,99.0,199.0,0.497,0.493,30.0,39.0,0.769,49.0,111.0,160.0,20.0,10.0,9.0,27.0,62.0,228.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-09,27,SAS,NBA,PF,4.0,0.0,71.0,11.0,33.0,0.333,0.0,2.0,0.0,11.0,31.0,0.355,0.333,7.0,7.0,1.0,5.0,10.0,15.0,1.0,1.0,1.0,3.0,13.0,29.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-14,32,WAS,NBA,C,10.0,0.0,146.0,14.0,38.0,0.368,0.0,4.0,0.0,14.0,34.0,0.412,0.368,6.0,8.0,0.75,20.0,22.0,42.0,4.0,3.0,4.0,4.0,30.0,34.0,0.0,
2014-15,33,WAS,NBA,PF,10.0,0.0,178.0,23.0,61.0,0.377,12.0,26.0,0.462,11.0,35.0,0.314,0.475,10.0,13.0,0.769,13.0,42.0,55.0,8.0,2.0,10.0,14.0,21.0,68.0,0.0,
6 Yrs,6 Yrs,6 Yrs,6 Yrs,,64.0,40.0,1516.0,228.0,508.0,0.449,12.0,37.0,0.324,216.0,471.0,0.459,0.461,96.0,121.0,0.793,146.0,313.0,459.0,45.0,22.0,32.0,78.0,189.0,564.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,51.0,1942.0,292.0,651.0,0.449,15.0,47.0,0.324,277.0,603.0,0.459,0.461,123.0,155.0,0.793,187.0,401.0,588.0,58.0,28.0,41.0,100.0,242.0,723.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLE (2 Yrs),CLE (2 Yrs),CLE (2 Yrs),CLE (2 Yrs),,33.0,33.0,887.0,144.0,286.0,0.503,0.0,2.0,0.0,144.0,284.0,0.507,0.503,47.0,57.0,0.825,80.0,178.0,258.0,28.0,13.0,11.0,45.0,102.0,335.0,0.0,
WAS (2 Yrs),WAS (2 Yrs),WAS (2 Yrs),WAS (2 Yrs),,20.0,0.0,324.0,37.0,99.0,0.374,12.0,30.0,0.4,25.0,69.0,0.362,0.434,16.0,21.0,0.762,33.0,64.0,97.0,12.0,5.0,14.0,18.0,51.0,102.0,0.0,
ORL (1 Yr),ORL (1 Yr),ORL (1 Yr),ORL (1 Yr),,7.0,7.0,234.0,36.0,90.0,0.4,0.0,3.0,0.0,36.0,87.0,0.414,0.4,26.0,36.0,0.722,28.0,61.0,89.0,4.0,3.0,6.0,12.0,23.0,98.0,0.0,
SAS (1 Yr),SAS (1 Yr),SAS (1 Yr),SAS (1 Yr),,4.0,0.0,71.0,11.0,33.0,0.333,0.0,2.0,0.0,11.0,31.0,0.355,0.333,7.0,7.0,1.0,5.0,10.0,15.0,1.0,1.0,1.0,3.0,13.0,29.0,0.0,
