"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '3-10')","('FG% by Distance', '10-16')","('FG% by Distance', '16-3P')","('FG% by Distance', '3P')","('Unnamed: 22_level_0', '2P')","('Dunks', '%FGA')","('Dunks', '#')","('Corner 3s', '%3PA')","('Corner 3s', '3P%')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 29_level_0', 'Awards')"
2000-01,20,CHI,NBA,C,35,0,259,0.262,8.4,0.985,0.369,0.231,0.185,0.2,0.015,0.266,0.375,0.4,0.083,0.077,0.0,0.412,0.046,3,1.0,0.0,0,0,
2001-02,21,CHI,NBA,C,50,0,638,0.404,7.0,0.994,0.416,0.23,0.219,0.129,0.006,0.407,0.608,0.195,0.359,0.217,0.0,0.611,0.124,21,0.0,,0,0,
2002-03,22,CHI,NBA,C,10,0,76,0.308,8.9,1.0,0.231,0.346,0.269,0.154,0.0,0.308,0.333,0.222,0.286,0.5,,1.0,0.038,1,,,0,0,
3 Yrs,3 Yrs,3 Yrs,3 Yrs,,95,0,973,0.361,8.1,0.993,0.387,0.242,0.216,0.149,0.007,0.363,0.538,0.246,0.293,0.2,0.0,0.608,0.097,25,0.5,0.0,0,0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,0,840,0.361,8.1,0.993,0.387,0.242,0.216,0.149,0.007,0.363,0.538,0.246,0.293,0.2,0.0,0.608,0.097,22,0.5,0.0,0,0,
