Season,Team,Lg,Salary
2002-03,New Jersey Nets,NBA,"$349,458"
2003-04,New Jersey Nets,NBA,"$563,679"
2004-05,Charlotte Bobcats,NBA,"$695,046"
Career,(may be incomplete),,"$1,608,183"
