Season,Team,Lg,Salary
2019-20,Chicago Bulls,NBA,"$898,310"
2020-21,Washington Wizards,NBA,"$1,517,981"
2021-22,Washington Wizards,NBA,"$1,782,621"
2022-23,Washington Wizards,NBA,"$1,930,681"
2023-24,Dallas Mavericks,NBA,"$12,402,000"
2024-25,Dallas Mavericks,NBA,"$13,394,160"
Career,(may be incomplete),,"$31,925,753"
