Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
2021-22,19,PHI,NBA,SG,2.0,0.0,6.0,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,2.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,
2022-23,20,PHI,NBA,SG,16.0,2.0,89.0,17.0,35.0,0.486,2.0,5.0,0.4,15.0,30.0,0.5,0.514,6.0,8.0,0.75,6.0,8.0,14.0,8.0,7.0,3.0,3.0,15.0,42.0,0.0,
2023-24,21,2TM,NBA,SG,49.0,2.0,507.0,59.0,148.0,0.399,10.0,48.0,0.208,49.0,100.0,0.49,0.432,35.0,42.0,0.833,33.0,45.0,78.0,44.0,36.0,15.0,34.0,66.0,163.0,0.0,
2023-24,21,PHI,NBA,SG,32.0,1.0,377.0,46.0,118.0,0.39,8.0,37.0,0.216,38.0,81.0,0.469,0.424,28.0,34.0,0.824,25.0,33.0,58.0,35.0,25.0,11.0,26.0,49.0,128.0,0.0,
2023-24,21,BOS,NBA,SG,17.0,1.0,130.0,13.0,30.0,0.433,2.0,11.0,0.182,11.0,19.0,0.579,0.467,7.0,8.0,0.875,8.0,12.0,20.0,9.0,11.0,4.0,8.0,17.0,35.0,0.0,
2024-25,22,2TM,NBA,SG,43.0,2.0,365.0,35.0,90.0,0.389,12.0,48.0,0.25,23.0,42.0,0.548,0.456,27.0,38.0,0.711,17.0,41.0,58.0,33.0,24.0,4.0,16.0,42.0,109.0,0.0,
2024-25,22,BOS,NBA,SG,26.0,0.0,141.0,12.0,34.0,0.353,6.0,19.0,0.316,6.0,15.0,0.4,0.441,15.0,21.0,0.714,4.0,20.0,24.0,10.0,12.0,1.0,4.0,17.0,45.0,0.0,
2024-25,22,UTA,NBA,PG,17.0,2.0,224.0,23.0,56.0,0.411,6.0,29.0,0.207,17.0,27.0,0.63,0.464,12.0,17.0,0.706,13.0,21.0,34.0,23.0,12.0,3.0,12.0,25.0,64.0,0.0,
4 Yrs,4 Yrs,4 Yrs,4 Yrs,,110.0,6.0,967.0,112.0,274.0,0.409,24.0,101.0,0.238,88.0,173.0,0.509,0.453,68.0,88.0,0.773,57.0,95.0,152.0,85.0,67.0,24.0,54.0,123.0,316.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,4.0,721.0,83.0,204.0,0.409,18.0,75.0,0.238,66.0,129.0,0.509,0.453,51.0,66.0,0.773,42.0,71.0,113.0,63.0,50.0,18.0,40.0,92.0,236.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHI (3 Yrs),PHI (3 Yrs),PHI (3 Yrs),PHI (3 Yrs),,50.0,3.0,472.0,64.0,154.0,0.416,10.0,42.0,0.238,54.0,112.0,0.482,0.448,34.0,42.0,0.81,32.0,42.0,74.0,43.0,32.0,16.0,30.0,64.0,172.0,0.0,
BOS (2 Yrs),BOS (2 Yrs),BOS (2 Yrs),BOS (2 Yrs),,43.0,1.0,271.0,25.0,64.0,0.391,8.0,30.0,0.267,17.0,34.0,0.5,0.453,22.0,29.0,0.759,12.0,32.0,44.0,19.0,23.0,5.0,12.0,34.0,80.0,0.0,
UTA (1 Yr),UTA (1 Yr),UTA (1 Yr),UTA (1 Yr),,17.0,2.0,224.0,23.0,56.0,0.411,6.0,29.0,0.207,17.0,27.0,0.63,0.464,12.0,17.0,0.706,13.0,21.0,34.0,23.0,12.0,3.0,12.0,25.0,64.0,0.0,
