Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
2000-01,23,SEA,NBA,SF,78.0,14.0,1522.0,6.5,15.1,0.431,0.6,2.3,0.269,5.9,12.8,0.46,0.451,2.3,3.1,0.736,2.5,6.1,8.6,2.2,1.3,0.7,1.8,5.0,15.9,101.0,107.0,
2001-02,24,SEA,NBA,SF,75.0,20.0,2420.0,8.0,17.1,0.464,0.4,1.3,0.271,7.6,15.8,0.48,0.475,4.5,5.3,0.848,2.0,5.8,7.8,2.3,1.5,0.6,2.3,3.8,20.7,108.0,107.0,6MOY-5
2002-03,25,2TM,NBA,SF,80.0,40.0,2763.0,8.9,19.9,0.449,0.4,1.4,0.292,8.5,18.5,0.461,0.46,4.1,5.5,0.749,3.0,7.2,10.2,3.2,1.3,0.6,2.2,4.1,22.4,105.0,106.0,
2002-03,25,SEA,NBA,SF,52.0,15.0,1811.0,8.8,20.1,0.436,0.5,1.7,0.291,8.3,18.4,0.449,0.448,4.0,5.4,0.74,2.6,7.4,10.1,2.9,1.4,0.6,2.2,4.1,22.0,102.0,105.0,
2002-03,25,MIL,NBA,SF,28.0,25.0,952.0,9.3,19.5,0.474,0.3,0.9,0.294,9.0,18.6,0.483,0.481,4.4,5.7,0.765,3.7,6.8,10.5,3.8,1.1,0.6,2.3,4.1,23.1,110.0,110.0,
2003-04,26,MIL,NBA,SF,82.0,31.0,2534.0,8.5,17.9,0.472,0.2,0.8,0.231,8.3,17.1,0.483,0.477,7.4,9.6,0.769,1.9,5.5,7.4,3.1,1.2,0.5,3.1,4.0,24.5,108.0,107.0,6MOY-6
2004-05,27,MIL,NBA,SF,80.0,71.0,2893.0,8.7,19.7,0.443,0.0,0.1,0.125,8.7,19.6,0.445,0.443,7.7,9.6,0.802,1.6,4.1,5.7,4.0,1.1,0.5,3.0,3.6,25.2,107.0,113.0,
2005-06,28,NOK,NBA,SF,70.0,55.0,2102.0,7.1,17.7,0.399,0.0,0.2,0.167,7.0,17.6,0.401,0.399,5.3,7.8,0.682,1.6,6.0,7.7,1.7,1.1,0.4,2.9,3.5,19.4,91.0,109.0,
2006-07,29,NOK,NBA,SF,75.0,75.0,2575.0,8.4,18.6,0.452,0.0,0.0,,8.4,18.6,0.452,0.452,4.4,6.7,0.663,2.6,4.6,7.1,2.4,1.1,0.5,4.0,3.6,21.2,95.0,109.0,
2007-08,30,MIL,NBA,SF,59.0,56.0,1702.0,7.1,14.7,0.482,0.0,0.0,,7.1,14.7,0.482,0.482,3.5,5.3,0.659,2.3,5.6,7.9,3.7,1.2,0.9,2.6,3.3,17.7,105.0,114.0,
2008-09,31,OKC,NBA,SG,39.0,19.0,1064.0,6.0,13.7,0.435,0.0,0.1,0.0,6.0,13.6,0.44,0.435,2.2,4.1,0.541,2.0,5.6,7.6,2.2,0.7,1.4,2.7,4.6,14.2,90.0,111.0,
2009-10,32,SAC,NBA,SF,5.0,4.0,66.0,3.9,9.3,0.417,0.0,0.0,,3.9,9.3,0.417,0.417,2.3,3.1,0.75,3.1,7.0,10.1,1.5,0.8,0.8,3.1,3.9,10.1,89.0,111.0,
10 Yrs,10 Yrs,10 Yrs,10 Yrs,,643.0,385.0,19641.0,7.9,17.7,0.449,0.2,0.7,0.26,7.7,17.0,0.456,0.454,5.0,6.7,0.74,2.2,5.6,7.7,2.8,1.2,0.6,2.8,3.9,21.0,102.0,109.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIL (4 Yrs),MIL (4 Yrs),MIL (4 Yrs),MIL (4 Yrs),,249.0,183.0,8081.0,8.4,18.1,0.463,0.1,0.4,0.234,8.3,17.7,0.468,0.465,6.3,8.2,0.767,2.1,5.2,7.3,3.6,1.2,0.6,2.8,3.7,23.1,107.0,111.0,
OKC (4 Yrs),OKC (4 Yrs),OKC (4 Yrs),OKC (4 Yrs),,244.0,68.0,6817.0,7.5,16.9,0.445,0.4,1.4,0.272,7.1,15.5,0.461,0.456,3.5,4.6,0.754,2.3,6.2,8.5,2.4,1.3,0.8,2.2,4.3,18.9,102.0,107.0,
NOK (2 Yrs),NOK (2 Yrs),NOK (2 Yrs),NOK (2 Yrs),,145.0,130.0,4677.0,7.8,18.2,0.429,0.0,0.1,0.167,7.8,18.1,0.43,0.429,4.8,7.2,0.672,2.2,5.2,7.4,2.1,1.1,0.4,3.5,3.5,20.4,93.0,109.0,
SAC (1 Yr),SAC (1 Yr),SAC (1 Yr),SAC (1 Yr),,5.0,4.0,66.0,3.9,9.3,0.417,0.0,0.0,,3.9,9.3,0.417,0.417,2.3,3.1,0.75,3.1,7.0,10.1,1.5,0.8,0.8,3.1,3.9,10.1,89.0,111.0,
