"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '3-10')","('FG% by Distance', '10-16')","('FG% by Distance', '3P')","(""% of FG Ast'd"", '2P')","(""% of FG Ast'd"", '3P')","('Dunks', '%FGA')","('Dunks', '#')","('Corner 3s', '%3PA')","('Corner 3s', '3P%')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 29_level_0', 'Awards')"
2022-23,21,MEM,NBA,PF,6.0,0.0,76.0,0.276,18.4,0.31,0.103,0.172,0.034,0.0,0.69,0.222,0.333,0.2,0.0,0.3,1.0,1.0,0.034,0.0,0.4,0.375,0.0,0.0,
2023-24,22,PHO,NBA,PF,2.0,0.0,3.0,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,
2 Yrs,2 Yrs,2 Yrs,2 Yrs,,8.0,0.0,79.0,0.276,18.4,0.31,0.103,0.172,0.034,0.0,0.69,0.222,0.333,0.2,0.0,0.3,1.0,1.0,0.034,0.0,0.4,0.375,0.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,0.0,810.0,0.276,,0.31,0.103,0.172,0.034,0.0,0.69,0.222,0.333,0.2,0.0,0.3,1.0,1.0,0.034,0.0,0.4,0.375,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEM (1 Yr),MEM (1 Yr),MEM (1 Yr),MEM (1 Yr),,6.0,0.0,76.0,0.276,18.4,0.31,0.103,0.172,0.034,0.0,0.69,0.222,0.333,0.2,0.0,0.3,1.0,1.0,0.034,0.0,0.4,0.375,0.0,0.0,
PHO (1 Yr),PHO (1 Yr),PHO (1 Yr),PHO (1 Yr),,2.0,0.0,3.0,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,
