"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'College')","('Unnamed: 3_level_0', 'G')","('Unnamed: 4_level_0', 'MP')","('Totals', 'FG')","('Totals', 'FGA')","('Totals', '3P')","('Totals', '3PA')","('Totals', 'FT')","('Totals', 'FTA')","('Totals', 'ORB')","('Totals', 'TRB')","('Totals', 'AST')","('Totals', 'STL')","('Totals', 'BLK')","('Totals', 'TOV')","('Totals', 'PF')","('Totals', 'PTS')","('Shooting', 'FG%')","('Shooting', '3P%')","('Shooting', 'FT%')","('Per Game', 'MP')","('Per Game', 'PTS')","('Per Game', 'TRB')","('Per Game', 'AST')"
2010-11,18.0,STANFORD,30,718,90,216,42,119,39,55,31,97,23,16,7,32,40,261,0.417,0.353,0.709,23.9,8.7,3.2,0.8
2011-12,19.0,STANFORD,37,886,106,268,42,120,45,72,32,149,38,23,4,49,65,299,0.396,0.35,0.625,23.9,8.1,4.0,1.0
2012-13,20.0,STANFORD,4,70,4,20,2,6,2,2,1,9,1,1,1,5,7,12,0.2,0.333,1.0,17.5,3.0,2.3,0.3
2013-14,21.0,STANFORD,36,1206,142,299,53,117,106,135,33,180,75,31,4,70,67,443,0.475,0.453,0.785,33.5,12.3,5.0,2.1
2014-15,22.0,STANFORD,37,1320,176,408,79,179,116,146,42,256,94,28,7,72,78,547,0.431,0.441,0.795,35.7,14.8,6.9,2.5
Career,,,144,4200,518,1211,218,541,308,410,139,691,231,99,23,228,257,1562,0.428,0.403,0.751,29.2,10.8,4.8,1.6
