"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '3-10')","('FG% by Distance', '10-16')","('FG% by Distance', '16-3P')","('Unnamed: 21_level_0', '2P')","('Dunks', '%FGA')","('Dunks', '#')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 26_level_0', 'Awards')"
2000-01,21,PHO,NBA,C,4.0,4.0,75.0,0.375,5.1,1.0,0.438,0.313,0.188,0.063,0.0,0.375,0.429,0.2,0.667,0.0,0.667,0.188,3.0,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-04,24,MEM,NBA,C,1.0,0.0,3.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-06,26,MEM,NBA,C,4.0,3.0,59.0,0.6,3.6,1.0,0.5,0.4,0.0,0.1,0.0,0.6,0.8,0.5,,0.0,0.5,0.0,0.0,0.0,0.0,
2006-07,27,HOU,NBA,C,1.0,0.0,3.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,
4 Yrs,4 Yrs,4 Yrs,4 Yrs,,10.0,7.0,140.0,0.462,4.4,1.0,0.462,0.346,0.115,0.077,0.0,0.462,0.583,0.333,0.667,0.0,0.583,0.115,3.0,0.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,57.0,1148.0,0.462,,1.0,0.462,0.346,0.115,0.077,0.0,0.462,0.583,0.333,0.667,0.0,0.583,0.115,25.0,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
MEM (2 Yrs),MEM (2 Yrs),MEM (2 Yrs),MEM (2 Yrs),,5.0,3.0,62.0,0.6,3.6,1.0,0.5,0.4,0.0,0.1,0.0,0.6,0.8,0.5,,0.0,0.5,0.0,0.0,0.0,0.0,
PHO (1 Yr),PHO (1 Yr),PHO (1 Yr),PHO (1 Yr),,4.0,4.0,75.0,0.375,5.1,1.0,0.438,0.313,0.188,0.063,0.0,0.375,0.429,0.2,0.667,0.0,0.667,0.188,3.0,0.0,0.0,
HOU (1 Yr),HOU (1 Yr),HOU (1 Yr),HOU (1 Yr),,1.0,0.0,3.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,
