Season,Team,Lg,Salary
2007-08,Houston Rockets,NBA,"$427,163"
2008-09,Houston Rockets,NBA,"$3,000,000"
2009-10,Sacramento Kings,NBA,"$3,000,000"
2010-11,New Orleans Hornets,NBA,"$3,000,000"
2011-12,New Orleans Hornets,NBA,"$8,500,000"
2012-13,Golden State Warriors,NBA,"$4,000,000"
2013-14,Sacramento Kings,NBA,"$6,500,000"
2014-15,Sacramento Kings,NBA,"$6,500,000"
2015-16,Philadelphia 76ers,NBA,"$6,500,000"
2016-17,Philadelphia 76ers,NBA,"$6,500,000"
Career,(may be incomplete),,"$47,927,163"
