Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
2019-20,20,ATL,NBA,SF,58.0,34.0,1551.0,6.4,16.6,0.384,2.5,7.5,0.332,3.9,9.1,0.428,0.459,3.0,3.8,0.802,1.1,5.4,6.5,2.6,1.9,0.8,2.9,4.0,18.3,95.0,115.0,
2020-21,21,ATL,NBA,SF,26.0,21.0,750.0,6.3,17.3,0.365,2.2,8.3,0.262,4.1,9.0,0.46,0.428,4.4,5.4,0.817,1.4,5.4,6.8,2.3,2.2,0.6,2.2,4.5,19.2,100.0,113.0,
2021-22,22,2TM,NBA,SF,49.0,7.0,1012.0,8.0,19.9,0.404,3.2,9.0,0.359,4.8,10.9,0.442,0.485,4.9,5.5,0.902,1.2,3.9,5.1,2.3,2.3,0.7,2.8,2.9,24.2,105.0,114.0,
2021-22,22,ATL,NBA,SF,34.0,7.0,797.0,8.5,21.2,0.402,3.6,9.4,0.379,4.9,11.7,0.421,0.487,4.4,4.9,0.9,1.2,3.9,5.2,2.3,2.2,0.7,2.7,2.8,25.0,104.0,115.0,
2021-22,22,NYK,NBA,SF,15.0,0.0,215.0,6.3,15.1,0.415,1.9,7.2,0.258,4.4,7.9,0.559,0.477,6.7,7.4,0.906,1.2,3.7,4.9,2.3,2.8,0.9,3.0,3.5,21.2,109.0,110.0,
2022-23,23,2TM,NBA,SF,40.0,20.0,990.0,6.9,15.4,0.446,2.2,7.1,0.313,4.7,8.3,0.56,0.518,3.2,3.7,0.853,0.9,3.5,4.4,2.8,1.9,0.7,2.3,3.6,19.2,109.0,118.0,
2022-23,23,NYK,NBA,SF,20.0,8.0,438.0,6.9,15.3,0.449,1.9,6.3,0.304,5.0,9.0,0.55,0.511,3.3,3.7,0.879,0.8,2.7,3.5,2.3,1.7,0.9,1.7,3.6,19.0,113.0,117.0,
2022-23,23,POR,NBA,SF,20.0,12.0,552.0,6.9,15.5,0.443,2.5,7.8,0.318,4.4,7.8,0.568,0.523,3.1,3.7,0.833,1.0,4.1,5.0,3.3,2.1,0.5,2.8,3.5,19.3,105.0,119.0,
2023-24,24,LAL,NBA,SF,48.0,26.0,984.0,4.4,11.3,0.389,1.8,5.3,0.336,2.6,6.0,0.435,0.468,2.0,2.6,0.759,1.3,3.5,4.8,2.3,2.3,0.7,1.5,3.1,12.6,102.0,116.0,
2024-25,25,LAL,NBA,SF,33.0,8.0,589.0,3.2,7.9,0.404,1.1,3.9,0.277,2.1,3.9,0.532,0.473,1.3,2.2,0.615,1.4,4.1,5.5,1.8,2.8,0.8,1.0,3.6,8.8,106.0,114.0,
6 Yrs,6 Yrs,6 Yrs,6 Yrs,,254.0,116.0,5876.0,6.1,15.3,0.398,2.3,7.1,0.322,3.8,8.2,0.463,0.472,3.2,3.9,0.821,1.2,4.4,5.6,2.4,2.1,0.7,2.3,3.6,17.6,101.0,115.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATL (3 Yrs),ATL (3 Yrs),ATL (3 Yrs),ATL (3 Yrs),,118.0,62.0,3098.0,6.9,17.9,0.385,2.7,8.2,0.329,4.2,9.7,0.433,0.46,3.7,4.4,0.833,1.2,5.1,6.2,2.5,2.0,0.7,2.7,3.8,20.2,98.0,115.0,
LAL (2 Yrs),LAL (2 Yrs),LAL (2 Yrs),LAL (2 Yrs),,81.0,34.0,1573.0,3.9,10.0,0.393,1.5,4.8,0.318,2.4,5.2,0.462,0.47,1.7,2.4,0.713,1.3,3.7,5.1,2.1,2.4,0.7,1.3,3.3,11.2,103.0,115.0,
NYK (2 Yrs),NYK (2 Yrs),NYK (2 Yrs),NYK (2 Yrs),,35.0,8.0,653.0,6.7,15.3,0.438,1.9,6.6,0.287,4.8,8.7,0.553,0.5,4.4,4.9,0.892,0.9,3.0,4.0,2.3,2.1,0.9,2.1,3.6,19.7,112.0,114.0,
POR (1 Yr),POR (1 Yr),POR (1 Yr),POR (1 Yr),,20.0,12.0,552.0,6.9,15.5,0.443,2.5,7.8,0.318,4.4,7.8,0.568,0.523,3.1,3.7,0.833,1.0,4.1,5.0,3.3,2.1,0.5,2.8,3.5,19.3,105.0,119.0,
