Season,Team,Lg,Salary
2019-20,Atlanta Hawks,NBA,"$4,245,720"
2020-21,Atlanta Hawks,NBA,"$4,458,000"
2021-22,New York Knicks,NBA,"$4,670,160"
2022-23,Portland Trail Blazers,NBA,"$5,954,454"
2023-24,Los Angeles Lakers,NBA,"$2,165,000"
2024-25,Los Angeles Lakers,NBA,"$2,463,946"
Career,(may be incomplete),,"$23,957,280"
