Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
2009-10,25,BOS,NBA,PG,17.0,0.0,128.0,6.8,18.0,0.375,3.1,9.3,0.333,3.7,8.7,0.419,0.461,3.4,4.2,0.8,1.1,2.8,3.9,5.1,1.7,0.3,2.0,4.5,20.0,
2010-11,26,OKC,NBA,PG,3.0,0.0,12.0,6.0,21.0,0.286,6.0,18.0,0.333,0.0,3.0,0.0,0.429,6.0,6.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,24.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-13,28,CHI,NBA,PG,12.0,8.0,404.0,6.3,14.5,0.436,2.0,5.8,0.338,4.4,8.7,0.5,0.503,2.8,3.7,0.756,0.5,2.3,2.9,4.7,1.1,0.2,2.9,3.4,17.4,
3 Yrs,3 Yrs,3 Yrs,3 Yrs,,32.0,8.0,544.0,6.4,15.5,0.415,2.3,6.9,0.337,4.1,8.6,0.477,0.489,3.0,3.8,0.776,0.7,2.4,3.0,4.8,1.2,0.2,2.6,3.6,18.1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOS (1 Yr),BOS (1 Yr),BOS (1 Yr),BOS (1 Yr),,17.0,0.0,128.0,6.8,18.0,0.375,3.1,9.3,0.333,3.7,8.7,0.419,0.461,3.4,4.2,0.8,1.1,2.8,3.9,5.1,1.7,0.3,2.0,4.5,20.0,
CHI (1 Yr),CHI (1 Yr),CHI (1 Yr),CHI (1 Yr),,12.0,8.0,404.0,6.3,14.5,0.436,2.0,5.8,0.338,4.4,8.7,0.5,0.503,2.8,3.7,0.756,0.5,2.3,2.9,4.7,1.1,0.2,2.9,3.4,17.4,
OKC (1 Yr),OKC (1 Yr),OKC (1 Yr),OKC (1 Yr),,3.0,0.0,12.0,6.0,21.0,0.286,6.0,18.0,0.333,0.0,3.0,0.0,0.429,6.0,6.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,24.0,
