Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
2018-19,27.0,MIL,NBA,SF,1,0,21:37,7,13,0.538,6,10,0.6,0,0,,4,5,4,0,0,1,0,20
2019-20,28.0,MIL,NBA,SF,1,0,23:09,2,7,0.286,1,5,0.2,0,0,,0,1,2,0,0,0,0,5
2021-22,30.0,MIL,NBA,SF,1,0,20:42,1,8,0.125,1,5,0.2,2,2,1.0,2,5,2,0,0,2,0,5
Career,,,NBA,,3,0,65,10,28,0.357,8,20,0.4,2,2,1.0,6,11,8,0,0,3,0,30
