Season,Team,Lg,Salary
2012-13,Detroit Pistons,NBA,"$473,604"
2013-14,Milwaukee Bucks,NBA,"$788,872"
2014-15,Milwaukee Bucks,NBA,"$915,243"
2015-16,Milwaukee Bucks,NBA,"$15,000,000"
2016-17,Milwaukee Bucks,NBA,"$15,200,000"
2017-18,Milwaukee Bucks,NBA,"$14,100,000"
2018-19,Milwaukee Bucks,NBA,"$13,000,000"
2019-20,Milwaukee Bucks,NBA,"$30,603,448"
2020-21,Milwaukee Bucks,NBA,"$33,051,724"
2021-22,Milwaukee Bucks,NBA,"$35,500,000"
2022-23,Milwaukee Bucks,NBA,"$37,948,276"
2023-24,Milwaukee Bucks,NBA,"$29,320,988"
2024-25,Washington Wizards,NBA,"$31,000,000"
Career,(may be incomplete),,"$256,902,155"
