Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
2016-17,20,MIL,NBA,SG,3,0,10,2,4,0.5,2,2,1.0,0,2,0.0,0.75,0,0,0,0,0,0,0,0,0,0,6,0,
1 Yr,1 Yr,1 Yr,1 Yr,,3,0,10,2,4,0.5,2,2,1.0,0,2,0.0,0.75,0,0,0,0,0,0,0,0,0,0,6,0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,0,273,55,109,0.5,55,55,1.0,0,55,0.0,0.75,0,0,0,0,0,0,0,0,0,0,164,0,
