Season,Age,Team,Lg,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
2015-16,19,MIL,NBA,SG,70.0,6.0,1001.0,4.2,0.398,0.553,0.056,1.3,8.7,5.0,5.5,1.5,1.4,9.3,13.5,-1.2,0.4,-0.8,-0.036,-4.4,-1.3,-5.7,-0.9,
2016-17,20,MIL,NBA,SG,41.0,2.0,458.0,7.8,0.449,0.519,0.032,1.0,11.3,6.2,7.4,2.1,1.9,8.1,17.2,-0.5,0.4,0.0,-0.005,-3.2,-0.4,-3.6,-0.2,
2017-18,21,3TM,NBA,SG,28.0,0.0,212.0,9.3,0.546,0.661,0.107,1.6,9.8,5.7,8.7,1.2,1.2,9.3,13.7,0.1,0.1,0.2,0.05,-1.3,-1.4,-2.6,0.0,
2017-18,21,MIL,NBA,SG,22.0,0.0,173.0,11.1,0.56,0.7,0.12,1.4,10.1,5.8,9.9,1.2,1.5,7.1,14.8,0.2,0.1,0.3,0.073,-0.1,-1.2,-1.3,0.0,
2017-18,21,BRK,NBA,SG,1.0,0.0,4.0,4.1,,,,0.0,0.0,0.0,31.7,0.0,0.0,,0.0,0.0,0.0,0.0,0.106,-5.0,-0.2,-5.3,0.0,
2017-18,21,ORL,NBA,SG,5.0,0.0,35.0,1.1,0.417,0.333,0.0,3.1,9.5,6.3,0.0,1.4,0.0,25.0,10.1,-0.1,0.0,-0.1,-0.07,-6.8,-2.2,-9.0,-0.1,
3 Yrs,3 Yrs,3 Yrs,3 Yrs,,139.0,8.0,1671.0,5.9,0.432,0.554,0.054,1.2,9.6,5.4,6.4,1.6,1.5,8.9,14.5,-1.5,0.9,-0.6,-0.017,-3.7,-1.0,-4.7,-1.2,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,5.0,986.0,5.9,0.432,0.554,0.054,1.2,9.6,5.4,6.4,1.6,1.5,8.9,14.5,-0.9,0.5,-0.3,-0.017,-3.7,-1.0,-4.7,-0.7,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIL (3 Yrs),MIL (3 Yrs),MIL (3 Yrs),MIL (3 Yrs),,133.0,8.0,1632.0,6.0,0.432,0.557,0.055,1.2,9.6,5.4,6.5,1.6,1.5,8.7,14.7,-1.4,0.9,-0.5,-0.016,-3.6,-1.0,-4.7,-1.1,
ORL (1 Yr),ORL (1 Yr),ORL (1 Yr),ORL (1 Yr),,5.0,0.0,35.0,1.1,0.417,0.333,0.0,3.1,9.5,6.3,0.0,1.4,0.0,25.0,10.1,-0.1,0.0,-0.1,-0.07,-6.8,-2.2,-9.0,-0.1,
BRK (1 Yr),BRK (1 Yr),BRK (1 Yr),BRK (1 Yr),,1.0,0.0,4.0,4.1,,,,0.0,0.0,0.0,31.7,0.0,0.0,,0.0,0.0,0.0,0.0,0.106,-5.0,-0.2,-5.3,0.0,
